"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
285;1;"—";250;"82 93 75";0;"Участвуете в конкурсе";1286623;"29.06.2026 в 22:08"
286;1;"Электронное";250;"88 84 78";0;"На рассмотрении";1296074;"30.06.2026 в 07:29"
287;2;"—";250;"92 85 73";0;"На рассмотрении";1376139;"03.07.2026 в 21:20"
288;1;"—";250;"78 83 89";0;"На рассмотрении";1397986;"01.07.2026 в 13:01"
289;6;"—";250;"76 96 78";0;"Конкурсная группа исключена";1477562;"04.07.2026 в 07:20"
290;2;"Электронное";250;"84 85 81";0;"На рассмотрении";1520096;"02.07.2026 в 23:16"
291;7;"—";250;"84 83 83";0;"Передано в вуз";1634931;"05.07.2026 в 12:56"
292;1;"Электронное";250;"92 90 67";1;"На рассмотрении";1580164;"03.07.2026 в 22:28"
293;2;"—";250;"86 80 78";6;"Участвуете в конкурсе";990734;"28.06.2026 в 11:04"
294;5;"—";249;"80 75 94";0;"Участвуете в конкурсе";1171473;"27.06.2026 в 15:17"
295;5;"—";249;"78 96 75";0;"Участвуете в конкурсе";1346710;"30.06.2026 в 19:21"
296;7;"—";249;"80 88 81";0;"Участвуете в конкурсе";1370672;"01.07.2026 в 06:54"
297;1;"Электронное";249;"86 85 78";0;"Участвуете в конкурсе";1428259;"01.07.2026 в 18:20"
298;1;"—";249;"86 88 75";0;"На рассмотрении";1496424;"02.07.2026 в 16:51"
299;7;"—";249;"86 88 75";0;"На рассмотрении";1616154;"04.07.2026 в 17:33"
300;2;"—";249;"74 85 89";1;"На рассмотрении";1256808;"03.07.2026 в 18:03"
301;3;"—";249;"82 88 78";1;"На рассмотрении";1267819;"29.06.2026 в 21:53"
302;3;"—";249;"82 88 78";1;"На рассмотрении";1529112;"03.07.2026 в 09:06"
303;4;"—";249;"86 90 72";1;"На рассмотрении";1622923;"04.07.2026 в 20:14"
304;4;"—";249;"82 90 70";7;"Участвуете в конкурсе";1175055;"27.06.2026 в 17:46"
305;2;"—";248;"84 83 81";0;"Участвуете в конкурсе";1319847;"30.06.2026 в 12:45"
306;4;"—";248;"92 86 70";0;"Участвуете в конкурсе";1350842;"30.06.2026 в 18:22"
307;6;"—";248;"80 93 75";0;"На рассмотрении";1488308;"02.07.2026 в 15:36"
308;1;"—";248;"84 83 81";0;"На рассмотрении";1497856;"02.07.2026 в 16:22"
309;3;"—";248;"82 83 83";0;"На рассмотрении";1502282;"02.07.2026 в 17:16"
310;1;"Электронное";248;"80 85 83";0;"На рассмотрении";1623036;"04.07.2026 в 20:19"
311;3;"—";248;"78 88 72";10;"Участвуете в конкурсе";1244816;"29.06.2026 в 21:23"
312;2;"—";247;"78 83 86";0;"Участвуете в конкурсе";1286559;"29.06.2026 в 22:07"
313;4;"—";247;"78 88 81";0;"Конкурсная группа исключена";1338313;"30.06.2026 в 15:38"
314;6;"—";247;"90 85 72";0;"Участвуете в конкурсе";1435142;"01.07.2026 в 20:21"
315;4;"—";247;"78 78 91";0;"Конкурсная группа исключена";1501679;"02.07.2026 в 17:08"
316;1;"Электронное";247;"80 80 81";6;"Участвуете в конкурсе";1309028;"30.06.2026 в 11:04"
317;4;"—";247;"80 80 81";6;"Участвуете в конкурсе";1365018;"30.06.2026 в 23:15"
318;5;"—";247;"80 88 73";6;"Участвуете в конкурсе";1409298;"01.07.2026 в 14:42"
319;1;"Электронное";246;"74 83 89";0;"Участвуете в конкурсе";1002021;"21.06.2026 в 20:15"
320;3;"—";246;"78 85 83";0;"Участвуете в конкурсе";1178372;"27.06.2026 в 20:17"
321;4;"—";246;"78 85 83";0;"Участвуете в конкурсе";1185487;"30.06.2026 в 10:55"
322;7;"—";246;"88 83 75";0;"Участвуете в конкурсе";1415105;"01.07.2026 в 15:45"
323;2;"—";246;"76 84 86";0;"На рассмотрении";1483703;"03.07.2026 в 13:55"
324;1;"—";246;"88 83 75";0;"На рассмотрении";1494664;"02.07.2026 в 15:47"
325;1;"—";246;"82 85 78";1;"Участвуете в конкурсе";1187794;"28.06.2026 в 11:21"
326;6;"—";246;"78 67 94";7;"Конкурсная группа исключена";1268764;"30.06.2026 в 14:18"
327;1;"—";245;"82 80 83";0;"Участвуете в конкурсе";1185376;"30.06.2026 в 17:29"
328;4;"—";245;"86 78 81";0;"Участвуете в конкурсе";1398695;"01.07.2026 в 13:07"
329;1;"—";245;"96 83 66";0;"Участвуете в конкурсе";1401580;"01.07.2026 в 13:33"
330;5;"—";245;"84 83 78";0;"На рассмотрении";1553143;"03.07.2026 в 17:14"
331;6;"—";245;"84 75 86";0;"На рассмотрении";1561727;"03.07.2026 в 17:57"
332;1;"—";245;"86 85 73";1;"На рассмотрении";1601860;"04.07.2026 в 13:07"
333;2;"—";244;"80 83 81";0;"Участвуете в конкурсе";1262018;"30.06.2026 в 19:01"
334;5;"—";244;"80 83 81";0;"Участвуете в конкурсе";1293902;"30.06.2026 в 05:28"
335;2;"—";244;"88 73 83";0;"На рассмотрении";1297574;"30.06.2026 в 08:17"
336;4;"—";244;"84 85 75";0;"Участвуете в конкурсе";1362519;"30.06.2026 в 22:09"
337;7;"—";244;"86 80 78";0;"Участвуете в конкурсе";1430394;"01.07.2026 в 18:55"
338;1;"—";244;"86 80 78";0;"На рассмотрении";1542940;"03.07.2026 в 14:05"
339;1;"—";244;"78 83 83";0;"На рассмотрении";1562614;"03.07.2026 в 18:01"
340;6;"—";244;"86 83 75";0;"На рассмотрении";1579076;"03.07.2026 в 19:59"
341;6;"—";244;"82 88 73";1;"Участвуете в конкурсе";1441548;"01.07.2026 в 22:27"
342;2;"—";244;"80 88 70";6;"Участвуете в конкурсе";1154598;"26.06.2026 в 19:16"
343;3;"—";243;"82 75 86";0;"Участвуете в конкурсе";1209340;"28.06.2026 в 20:34"
344;5;"—";243;"94 86 63";0;"Участвуете в конкурсе";1273303;"29.06.2026 в 21:56"
345;1;"—";243;"82 72 89";0;"На рассмотрении";1354503;"30.06.2026 в 19:26"
346;1;"—";243;"80 85 78";0;"Участвуете в конкурсе";1433473;"01.07.2026 в 19:51"
347;6;"—";243;"84 78 81";0;"На рассмотрении";1593428;"04.07.2026 в 09:49"
348;4;"—";243;"82 78 83";0;"На рассмотрении";1608442;"04.07.2026 в 13:50"
349;1;"—";243;"84 93 66";0;"Передано в вуз";1632100;"05.07.2026 в 11:09"
350;7;"—";243;"82 85 75";1;"На рассмотрении";1268062;"29.06.2026 в 21:53"
351;3;"—";243;"80 85 72";6;"Участвуете в конкурсе";1307721;"30.06.2026 в 15:17"
352;1;"—";243;"78 67 91";7;"На рассмотрении";1175064;"27.06.2026 в 17:57"
353;1;"—";243;"88 70 78";7;"На рассмотрении";1410095;"02.07.2026 в 23:04"
354;2;"—";242;"82 85 75";0;"Участвуете в конкурсе";1250821;"30.06.2026 в 19:44"
355;2;"—";242;"78 75 89";0;"На рассмотрении";1264269;"29.06.2026 в 21:49"
356;2;"—";242;"82 88 72";0;"На рассмотрении";1267175;"01.07.2026 в 12:06"
357;4;"—";242;"84 85 73";0;"Участвуете в конкурсе";1283831;"29.06.2026 в 22:02"
358;3;"—";242;"86 70 86";0;"На рассмотрении";1311518;"30.06.2026 в 13:24"
359;7;"—";242;"74 85 83";0;"На рассмотрении";1611650;"04.07.2026 в 14:53"
360;4;"—";242;"84 95 63";0;"На рассмотрении";1622916;"04.07.2026 в 20:14"
361;5;"—";242;"80 75 86";1;"Участвуете в конкурсе";1389792;"01.07.2026 в 11:47"
362;5;"—";241;"74 78 89";0;"Участвуете в конкурсе";1182001;"28.06.2026 в 00:22"
363;2;"—";241;"76 90 75";0;"Участвуете в конкурсе";1247465;"29.06.2026 в 21:26"
364;1;"—";241;"84 85 72";0;"Участвуете в конкурсе";1351165;"30.06.2026 в 18:27"
365;5;"—";241;"84 85 72";0;"На рассмотрении";1414869;"04.07.2026 в 00:05"
366;1;"—";241;"90 78 73";0;"На рассмотрении";1476400;"02.07.2026 в 12:57"
367;4;"—";241;"78 80 83";0;"На рассмотрении";1575517;"03.07.2026 в 18:58"
368;1;"—";241;"82 93 66";0;"На рассмотрении";1578385;"03.07.2026 в 19:41"
369;5;"Электронное";241;"82 85 73";1;"Участвуете в конкурсе";1176938;"27.06.2026 в 19:08"
370;5;"—";241;"88 78 69";6;"Участвуете в конкурсе";1193631;"28.06.2026 в 13:56"
371;6;"—";241;"80 84 69";8;"На рассмотрении";1456781;"02.07.2026 в 09:49"
372;5;"—";240;"82 85 73";0;"Участвуете в конкурсе";1283867;"29.06.2026 в 22:02"
373;5;"—";240;"86 85 69";0;"Участвуете в конкурсе";1333741;"30.06.2026 в 15:19"
374;3;"—";240;"84 83 73";0;"Участвуете в конкурсе";1350600;"30.06.2026 в 20:39"
375;3;"—";240;"88 85 67";0;"На рассмотрении";1567751;"03.07.2026 в 18:22"
376;4;"—";240;"84 83 73";0;"На рассмотрении";1622667;"04.07.2026 в 20:04"
377;3;"Электронное";240;"78 83 78";1;"Участвуете в конкурсе";979281;"20.06.2026 в 18:17"
378;6;"—";240;"78 88 73";1;"Участвуете в конкурсе";1349508;"30.06.2026 в 18:12"
379;4;"—";240;"80 90 69";1;"Передано в вуз";1493498;"05.07.2026 в 12:20"
380;5;"—";240;"84 83 72";1;"На рассмотрении";1603754;"04.07.2026 в 12:32"
381;2;"—";240;"82 77 75";6;"На рассмотрении";1502337;"02.07.2026 в 17:17"
382;5;"—";239;"88 85 66";0;"На рассмотрении";944712;"20.06.2026 в 10:54"
383;5;"—";239;"78 72 89";0;"На рассмотрении";1176255;"27.06.2026 в 20:03"
384;1;"—";239;"86 78 75";0;"На рассмотрении";1428880;"04.07.2026 в 06:34"
385;2;"—";239;"86 75 78";0;"Участвуете в конкурсе";1436799;"01.07.2026 в 20:51"
386;2;"—";239;"78 83 78";0;"На рассмотрении";1506254;"02.07.2026 в 18:18"
387;6;"—";239;"76 76 86";1;"На рассмотрении";1161650;"29.06.2026 в 21:54"
388;6;"—";239;"82 88 64";5;"Участвуете в конкурсе";1177905;"27.06.2026 в 19:54"
389;2;"—";238;"88 77 73";0;"Участвуете в конкурсе";1308293;"30.06.2026 в 13:40"
390;5;"—";238;"78 85 75";0;"Участвуете в конкурсе";1333440;"30.06.2026 в 15:19"
391;1;"—";238;"82 83 73";0;"Участвуете в конкурсе";1347433;"30.06.2026 в 17:28"
392;3;"—";238;"82 83 73";0;"Участвуете в конкурсе";1392289;"01.07.2026 в 12:09"
393;6;"—";238;"90 78 70";0;"На рассмотрении";1542446;"03.07.2026 в 14:03"
394;2;"—";238;"80 85 73";0;"На рассмотрении";1560409;"03.07.2026 в 17:51"
395;7;"Электронное";238;"80 85 73";0;"На рассмотрении";1585127;"03.07.2026 в 23:13"
396;2;"—";238;"86 78 73";1;"Участвуете в конкурсе";1195578;"29.06.2026 в 21:10"
397;5;"—";237;"76 80 81";0;"Конкурсная группа исключена";1189663;"28.06.2026 в 12:18"
398;6;"—";237;"78 78 81";0;"Участвуете в конкурсе";1194801;"28.06.2026 в 14:23"
399;2;"—";237;"82 83 72";0;"На рассмотрении";1207454;"03.07.2026 в 13:55"
400;5;"—";237;"74 85 78";0;"На рассмотрении";1279410;"04.07.2026 в 22:31"
401;3;"—";237;"80 83 73";1;"Участвуете в конкурсе";1244900;"30.06.2026 в 11:10"
402;7;"—";237;"78 72 86";1;"На рассмотрении";1552035;"03.07.2026 в 17:10"
403;7;"—";237;"78 83 73";3;"Участвуете в конкурсе";1188449;"28.06.2026 в 12:40"
404;2;"Электронное";237;"78 88 66";5;"Участвуете в конкурсе";1264678;"29.06.2026 в 21:49"
405;4;"—";237;"84 72 75";6;"На рассмотрении";1204199;"28.06.2026 в 18:14"
406;5;"—";236;"78 85 73";0;"Участвуете в конкурсе";1189258;"28.06.2026 в 12:06"
407;1;"—";236;"86 80 70";0;"На рассмотрении";1482998;"02.07.2026 в 13:57"
408;1;"—";236;"78 77 81";0;"На рассмотрении";1528497;"03.07.2026 в 08:53"
409;7;"—";236;"86 83 67";0;"На рассмотрении";1611826;"04.07.2026 в 14:56"
410;6;"—";236;"76 90 69";1;"Участвуете в конкурсе";1287096;"29.06.2026 в 22:17"
411;3;"—";236;"78 90 63";5;"Конкурсная группа исключена";1436717;"01.07.2026 в 20:50"
412;3;"—";236;"74 78 78";6;"Участвуете в конкурсе";1260857;"29.06.2026 в 21:44"
413;2;"—";235;"80 80 75";0;"Конкурсная группа исключена";1244299;"29.06.2026 в 21:23"
414;5;"—";235;"84 78 73";0;"Участвуете в конкурсе";1248184;"29.06.2026 в 21:27"
415;2;"—";235;"78 84 73";0;"Участвуете в конкурсе";1264607;"29.06.2026 в 21:49"
416;1;"Электронное";235;"80 88 67";0;"Участвуете в конкурсе";1384003;"02.07.2026 в 22:21"
417;4;"—";235;"82 83 69";1;"Участвуете в конкурсе";1327996;"01.07.2026 в 17:24"
418;5;"—";235;"78 83 73";1;"Участвуете в конкурсе";1424320;"01.07.2026 в 17:20"
419;2;"—";235;"80 78 75";2;"На рассмотрении";944800;"20.06.2026 в 08:48"
420;5;"—";235;"80 83 70";2;"Участвуете в конкурсе";1189878;"28.06.2026 в 12:24"
421;2;"—";234;"78 83 73";0;"Участвуете в конкурсе";1416068;"01.07.2026 в 15:44"
422;4;"—";234;"76 72 86";0;"На рассмотрении";1582371;"03.07.2026 в 21:34"
423;2;"—";234;"76 75 83";0;"На рассмотрении";1584913;"03.07.2026 в 23:04"
424;2;"Электронное";234;"82 85 66";1;"Участвуете в конкурсе";1328779;"30.06.2026 в 14:22"
425;3;"Электронное";234;"78 80 70";6;"Конкурсная группа исключена";1047688;"29.06.2026 в 21:46"
426;1;"—";234;"78 80 70";6;"Участвуете в конкурсе";1090013;"24.06.2026 в 12:52"
427;1;"—";234;"84 72 72";6;"На рассмотрении";1359766;"30.06.2026 в 21:09"
428;6;"—";234;"76 88 63";7;"Участвуете в конкурсе";1252348;"29.06.2026 в 21:32"
429;1;"—";233;"74 78 81";0;"Участвуете в конкурсе";945741;"20.06.2026 в 10:28"
430;1;"—";233;"84 80 69";0;"На рассмотрении";954355;"20.06.2026 в 10:59"
431;2;"—";233;"78 88 67";0;"Участвуете в конкурсе";1263387;"29.06.2026 в 21:48"
432;5;"—";233;"84 85 64";0;"Участвуете в конкурсе";1330470;"30.06.2026 в 15:15"
433;6;"—";233;"78 85 70";0;"Передано в вуз";1416540;"05.07.2026 в 10:38"
434;4;"—";233;"78 83 72";0;"Участвуете в конкурсе";1453253;"02.07.2026 в 08:56"
435;2;"—";233;"78 85 70";0;"На рассмотрении";1598449;"04.07.2026 в 11:13"
436;1;"—";233;"82 75 75";1;"Участвуете в конкурсе";1318401;"02.07.2026 в 07:44"
437;1;"—";233;"88 67 73";5;"На рассмотрении";1188149;"28.06.2026 в 11:32"
438;3;"—";232;"76 70 86";0;"На рассмотрении";1186628;"28.06.2026 в 10:40"
439;7;"—";232;"86 80 66";0;"Участвуете в конкурсе";1222345;"29.06.2026 в 08:51"
440;3;"—";232;"82 64 86";0;"На рассмотрении";1512845;"02.07.2026 в 20:24"
441;7;"—";232;"72 88 72";0;"На рассмотрении";1520724;"02.07.2026 в 23:40"
442;3;"—";232;"80 78 73";1;"Участвуете в конкурсе";1203881;"28.06.2026 в 18:04"
443;4;"—";232;"82 62 81";7;"На рассмотрении";1373924;"01.07.2026 в 08:42"
444;2;"—";231;"78 80 73";0;"На рассмотрении";1179354;"02.07.2026 в 12:47"
445;4;"—";231;"80 70 81";0;"На рассмотрении";1304311;"04.07.2026 в 18:26"
446;5;"—";231;"82 85 64";0;"Участвуете в конкурсе";1351200;"30.06.2026 в 18:27"
447;4;"—";231;"80 70 81";0;"На рассмотрении";1479087;"03.07.2026 в 16:32"
448;7;"Электронное";231;"80 78 73";0;"На рассмотрении";1479442;"02.07.2026 в 13:25"
449;6;"—";231;"76 83 72";0;"На рассмотрении";1577672;"03.07.2026 в 19:23"
450;3;"—";231;"80 75 75";1;"Участвуете в конкурсе";1429454;"01.07.2026 в 18:40"
451;3;"—";231;"80 75 72";4;"Участвуете в конкурсе";1107465;"30.06.2026 в 19:08"
452;5;"—";231;"80 70 75";6;"Конкурсная группа исключена";1326918;"01.07.2026 в 09:58"
453;1;"—";230;"72 88 70";0;"Участвуете в конкурсе";1172375;"27.06.2026 в 16:13"
454;1;"—";230;"74 78 78";0;"На рассмотрении";1172523;"02.07.2026 в 17:16"
455;5;"—";230;"72 72 86";0;"На рассмотрении";1220132;"05.07.2026 в 05:51"
456;1;"—";230;"84 83 63";0;"Участвуете в конкурсе";1239772;"29.06.2026 в 21:18"
457;4;"—";230;"86 80 64";0;"На рассмотрении";1281270;"29.06.2026 в 22:00"
458;1;"Электронное";230;"96 80 54";0;"На рассмотрении";1420606;"01.07.2026 в 16:32"
459;4;"—";230;"82 78 70";0;"Участвуете в конкурсе";1431874;"01.07.2026 в 19:22"
460;4;"—";230;"72 67 91";0;"На рассмотрении";1454457;"02.07.2026 в 09:18"
461;1;"Электронное";230;"80 72 78";0;"На рассмотрении";1502376;"02.07.2026 в 17:17"
462;5;"—";230;"84 83 63";0;"На рассмотрении";1509020;"02.07.2026 в 19:08"
463;5;"—";230;"80 83 67";0;"На рассмотрении";1616795;"04.07.2026 в 16:53"
464;5;"—";230;"80 75 72";3;"Участвуете в конкурсе";1220574;"29.06.2026 в 08:08"
465;2;"—";229;"76 78 75";0;"Участвуете в конкурсе";1218802;"29.06.2026 в 07:04"
466;4;"—";229;"82 75 72";0;"Участвуете в конкурсе";1248465;"29.06.2026 в 21:28"
467;4;"—";229;"80 88 61";0;"Участвуете в конкурсе";1256368;"29.06.2026 в 21:37"
468;1;"—";229;"70 78 81";0;"Участвуете в конкурсе";1393721;"02.07.2026 в 07:12"
469;2;"—";229;"78 78 73";0;"Конкурсная группа исключена";1499098;"02.07.2026 в 16:36"
470;2;"—";229;"80 71 78";0;"На рассмотрении";1578533;"03.07.2026 в 19:44"
471;8;"—";229;"84 78 67";0;"На рассмотрении";1608122;"04.07.2026 в 13:44"
472;5;"—";229;"88 72 69";0;"На рассмотрении";1624990;"04.07.2026 в 21:40"
473;6;"—";228;"72 78 78";0;"Участвуете в конкурсе";1247169;"30.06.2026 в 12:47"
474;2;"—";228;"76 85 67";0;"Участвуете в конкурсе";1346474;"30.06.2026 в 17:14"
475;2;"—";228;"82 80 66";0;"Участвуете в конкурсе";1356346;"30.06.2026 в 20:00"
476;2;"—";228;"72 83 73";0;"Участвуете в конкурсе";1447426;"02.07.2026 в 04:39"
477;2;"—";228;"72 88 67";1;"На рассмотрении";1276866;"03.07.2026 в 22:57"
478;2;"—";227;"72 80 75";0;"Участвуете в конкурсе";996837;"21.06.2026 в 15:30"
479;1;"—";227;"78 83 66";0;"Участвуете в конкурсе";1209770;"28.06.2026 в 20:47"
480;1;"—";227;"78 70 73";6;"На рассмотрении";1323790;"30.06.2026 в 18:10"
481;1;"—";227;"80 75 66";6;"На рассмотрении";1430056;"03.07.2026 в 17:32"
482;3;"—";226;"82 78 66";0;"На рассмотрении";1188871;"04.07.2026 в 14:55"
483;7;"—";226;"86 85 55";0;"Участвуете в конкурсе";1255051;"29.06.2026 в 21:36"
484;1;"Электронное";226;"80 80 66";0;"На рассмотрении";1361897;"30.06.2026 в 21:55"
485;4;"Электронное";226;"88 68 70";0;"Конкурсная группа исключена";1497229;"02.07.2026 в 16:19"
486;1;"—";226;"78 75 73";0;"На рассмотрении";1589590;"04.07.2026 в 07:51"
487;7;"Электронное";226;"78 83 64";1;"Участвуете в конкурсе";1193100;"28.06.2026 в 13:43"
488;5;"—";226;"76 65 78";7;"На рассмотрении";1436933;"01.07.2026 в 20:54"
489;4;"—";225;"82 85 58";0;"На рассмотрении";1185304;"28.06.2026 в 09:39"
490;4;"—";225;"80 72 73";0;"На рассмотрении";1310201;"02.07.2026 в 08:54"
491;3;"—";225;"74 85 66";0;"Конкурсная группа исключена";1425600;"01.07.2026 в 17:38"
492;4;"—";225;"88 62 75";0;"На рассмотрении";1522471;"03.07.2026 в 01:31"
493;4;"—";225;"74 90 60";1;"Участвуете в конкурсе";1242790;"29.06.2026 в 21:21"
494;1;"—";225;"80 72 72";1;"На рассмотрении";1328140;"01.07.2026 в 21:55"
495;4;"—";225;"82 67 75";1;"На рассмотрении";1349942;"30.06.2026 в 18:07"
496;3;"—";225;"74 62 83";6;"На рассмотрении";1398712;"01.07.2026 в 13:07"
497;1;"Электронное";225;"74 78 63";10;"Участвуете в конкурсе";1264310;"29.06.2026 в 21:49"
498;3;"—";224;"72 80 72";0;"Участвуете в конкурсе";1202808;"28.06.2026 в 17:34"
499;1;"—";224;"84 80 60";0;"Участвуете в конкурсе";1281557;"30.06.2026 в 15:16"
500;3;"—";224;"80 72 72";0;"На рассмотрении";1329438;"30.06.2026 в 14:29"
501;2;"—";224;"82 75 67";0;"На рассмотрении";1482277;"03.07.2026 в 21:28"
502;1;"—";224;"78 74 72";0;"На рассмотрении";1539845;"03.07.2026 в 13:59"
503;1;"—";224;"74 78 72";0;"На рассмотрении";1569685;"03.07.2026 в 18:30"
504;5;"—";224;"74 72 78";0;"На рассмотрении";1575972;"03.07.2026 в 19:01"
505;6;"—";223;"76 72 75";0;"На рассмотрении";1313563;"30.06.2026 в 11:48"
506;4;"—";223;"84 75 64";0;"На рассмотрении";1513537;"02.07.2026 в 20:38"
507;2;"—";223;"78 75 70";0;"На рассмотрении";1575910;"03.07.2026 в 19:00"
508;1;"—";223;"86 64 72";1;"На рассмотрении";1418548;"01.07.2026 в 16:10"
509;5;"—";223;"74 64 78";7;"На рассмотрении";1387330;"01.07.2026 в 11:25"
510;2;"—";222;"72 56 94";0;"На рассмотрении";1239454;"30.06.2026 в 01:44"
511;3;"—";222;"76 80 66";0;"Передано в вуз";1604799;"05.07.2026 в 13:32"
512;2;"—";222;"70 78 73";1;"Участвуете в конкурсе";1293468;"30.06.2026 в 04:39"
513;5;"—";221;"84 48 89";0;"Конкурсная группа исключена";1105139;"24.06.2026 в 21:06"
514;6;"—";221;"76 85 60";0;"На рассмотрении";1166517;"03.07.2026 в 09:10"
515;4;"Электронное";221;"80 80 61";0;"Конкурсная группа исключена";1193074;"28.06.2026 в 13:42"
516;2;"—";221;"80 72 69";0;"На рассмотрении";1265873;"29.06.2026 в 21:51"
517;1;"—";221;"80 72 69";0;"На рассмотрении";1427800;"01.07.2026 в 18:12"
518;3;"—";221;"72 70 78";1;"На рассмотрении";1548034;"03.07.2026 в 16:47"
519;7;"—";220;"72 75 73";0;"Участвуете в конкурсе";1170050;"28.06.2026 в 09:58"
520;2;"—";220;"80 70 70";0;"Конкурсная группа исключена";1195010;"28.06.2026 в 14:28"
521;3;"—";220;"72 78 70";0;"На рассмотрении";1482890;"02.07.2026 в 13:56"
522;1;"—";220;"72 72 75";1;"На рассмотрении";1333556;"30.06.2026 в 15:19"
523;1;"—";220;"74 70 75";1;"На рассмотрении";1574990;"03.07.2026 в 18:55"
524;5;"—";219;"78 75 66";0;"Участвуете в конкурсе";1163264;"27.06.2026 в 10:38"
525;6;"—";219;"72 75 72";0;"Конкурсная группа исключена";1277059;"03.07.2026 в 10:41"
526;5;"—";219;"76 83 60";0;"Участвуете в конкурсе";1343757;"30.06.2026 в 16:39"
527;4;"—";219;"70 80 69";0;"Участвуете в конкурсе";1412163;"01.07.2026 в 15:07"
528;1;"—";219;"74 67 78";0;"На рассмотрении";1509271;"04.07.2026 в 11:37"
529;3;"—";219;"76 78 64";1;"Участвуете в конкурсе";1152767;"30.06.2026 в 17:54"
530;3;"—";219;"72 83 61";3;"На рассмотрении";1598738;"04.07.2026 в 11:17"
531;7;"Электронное";219;"74 70 69";6;"Участвуете в конкурсе";1212447;"29.06.2026 в 21:17"
532;2;"—";218;"76 78 64";0;"Участвуете в конкурсе";1259274;"29.06.2026 в 21:41"
533;3;"—";218;"74 75 69";0;"На рассмотрении";1515994;"02.07.2026 в 21:30"
534;1;"—";218;"64 78 75";1;"На рассмотрении";1260482;"29.06.2026 в 21:43"
535;1;"—";218;"78 75 64";1;"Конкурсная группа исключена";1488956;"02.07.2026 в 14:51"
536;6;"—";218;"78 64 75";1;"На рассмотрении";1502624;"02.07.2026 в 17:21"
537;2;"—";218;"82 75 60";1;"На рассмотрении";1515076;"02.07.2026 в 21:10"
538;4;"Электронное";217;"78 72 67";0;"На рассмотрении";944031;"20.06.2026 в 08:29"
539;5;"—";217;"78 56 83";0;"На рассмотрении";994670;"21.06.2026 в 14:27"
540;7;"—";217;"70 72 75";0;"На рассмотрении";1206722;"28.06.2026 в 19:24"
541;2;"—";217;"74 77 66";0;"Участвуете в конкурсе";1334452;"30.06.2026 в 15:20"
542;6;"—";217;"78 70 69";0;"Конкурсная группа исключена";1336562;"30.06.2026 в 15:22"
543;5;"—";217;"72 67 78";0;"На рассмотрении";1391146;"01.07.2026 в 11:59"
544;1;"—";217;"72 80 64";1;"На рассмотрении";1518303;"02.07.2026 в 22:26"
545;1;"—";216;"80 72 64";0;"На рассмотрении";985035;"21.06.2026 в 18:06"
546;8;"—";216;"76 59 81";0;"На рассмотрении";999910;"23.06.2026 в 18:33"
547;5;"—";216;"78 72 66";0;"На рассмотрении";1212301;"28.06.2026 в 22:07"
548;1;"—";216;"70 80 66";0;"Участвуете в конкурсе";1264090;"29.06.2026 в 21:48"
549;2;"—";216;"74 59 83";0;"Конкурсная группа исключена";1275328;"30.06.2026 в 08:55"
550;3;"—";216;"74 78 64";0;"Участвуете в конкурсе";1401111;"01.07.2026 в 13:28"
551;6;"—";216;"88 68 60";0;"На рассмотрении";1504431;"02.07.2026 в 17:49"
552;4;"—";216;"76 80 60";0;"На рассмотрении";1565863;"03.07.2026 в 18:13"
553;5;"—";216;"74 75 67";0;"На рассмотрении";1580838;"03.07.2026 в 20:48"
554;1;"—";216;"78 72 66";0;"Передано в вуз";1630619;"05.07.2026 в 11:19"
555;6;"—";216;"74 78 64";0;"Передано в вуз";1631029;"05.07.2026 в 10:14"
556;1;"Электронное";216;"76 70 64";6;"На рассмотрении";1118428;"25.06.2026 в 12:39"
557;1;"—";215;"72 83 60";0;"Конкурсная группа исключена";1185946;"03.07.2026 в 17:08"
558;5;"—";215;"80 62 73";0;"На рассмотрении";1283022;"02.07.2026 в 16:40"
559;1;"—";215;"78 74 63";0;"На рассмотрении";1383402;"01.07.2026 в 10:49"
560;3;"—";215;"78 56 81";0;"На рассмотрении";1585913;"03.07.2026 в 23:56"
561;6;"—";215;"80 62 67";6;"На рассмотрении";1253001;"01.07.2026 в 16:38"
562;4;"—";214;"72 72 70";0;"На рассмотрении";1219850;"29.06.2026 в 08:38"
563;5;"—";214;"78 72 64";0;"На рассмотрении";1334673;"30.06.2026 в 15:21"
564;2;"—";214;"70 78 66";0;"На рассмотрении";1483965;"02.07.2026 в 14:06"
565;4;"—";214;"72 72 70";0;"На рассмотрении";1605680;"04.07.2026 в 13:03"
566;7;"—";214;"72 75 67";0;"На рассмотрении";1607365;"04.07.2026 в 14:13"
567;5;"—";213;"76 70 67";0;"Передано в вуз";1269594;"05.07.2026 в 15:48"
568;1;"—";212;"82 70 60";0;"На рассмотрении";1235700;"29.06.2026 в 21:13"
569;3;"—";212;"72 62 78";0;"На рассмотрении";1269045;"02.07.2026 в 13:14"
570;6;"—";212;"72 70 70";0;"На рассмотрении";1358275;"01.07.2026 в 19:01"
571;6;"—";212;"72 67 73";0;"На рассмотрении";1474301;"02.07.2026 в 12:45"
572;3;"—";212;"70 75 67";0;"На рассмотрении";1579923;"03.07.2026 в 20:22"
573;1;"—";212;"78 56 72";6;"На рассмотрении";1342860;"30.06.2026 в 16:28"
