"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
285;6;"—";256;"82 83 91";0;"На рассмотрении";1601367;"04.07.2026 в 11:55"
286;7;"—";256;"80 93 83";0;"На рассмотрении";1612686;"04.07.2026 в 15:13"
287;5;"—";256;"88 78 89";1;"На рассмотрении";1599687;"04.07.2026 в 12:08"
288;7;"—";256;"84 85 81";6;"Конкурсная группа исключена";1190844;"28.06.2026 в 12:49"
289;5;"Электронное";256;"92 72 86";6;"Участвуете в конкурсе";1241596;"29.06.2026 в 21:20"
290;8;"—";256;"84 83 83";6;"Участвуете в конкурсе";1260270;"29.06.2026 в 21:43"
291;6;"—";256;"84 83 83";6;"На рассмотрении";1526889;"03.07.2026 в 18:14"
292;5;"—";256;"82 86 81";7;"Участвуете в конкурсе";1204472;"28.06.2026 в 18:21"
293;5;"—";256;"80 80 89";7;"Участвуете в конкурсе";1262236;"29.06.2026 в 21:46"
294;3;"—";255;"86 83 86";0;"На рассмотрении";997996;"22.06.2026 в 15:42"
295;1;"—";255;"86 90 79";0;"Участвуете в конкурсе";1131045;"25.06.2026 в 20:16"
296;5;"—";255;"92 80 83";0;"Участвуете в конкурсе";1235082;"29.06.2026 в 21:13"
297;4;"—";255;"84 88 83";0;"Участвуете в конкурсе";1245817;"30.06.2026 в 17:17"
298;4;"—";255;"86 83 86";0;"Участвуете в конкурсе";1280121;"29.06.2026 в 21:59"
299;3;"Электронное";255;"84 90 81";0;"Участвуете в конкурсе";1355023;"30.06.2026 в 19:36"
300;5;"Электронное";255;"82 95 78";0;"Участвуете в конкурсе";1363358;"30.06.2026 в 22:29"
301;6;"—";255;"76 98 81";0;"Участвуете в конкурсе";1366374;"01.07.2026 в 00:08"
302;4;"—";255;"86 88 81";0;"На рассмотрении";1486161;"02.07.2026 в 14:36"
303;1;"—";255;"95 88 72";0;"На рассмотрении";1515279;"02.07.2026 в 21:14"
304;2;"—";255;"76 88 91";0;"На рассмотрении";1517026;"02.07.2026 в 22:59"
305;2;"—";255;"84 85 86";0;"На рассмотрении";1554670;"03.07.2026 в 17:49"
306;3;"—";255;"90 90 75";0;"На рассмотрении";1577792;"03.07.2026 в 19:26"
307;7;"—";255;"88 86 81";0;"На рассмотрении";1591713;"04.07.2026 в 09:14"
308;5;"—";255;"80 93 81";1;"Участвуете в конкурсе";1360339;"30.06.2026 в 21:20"
309;5;"—";255;"80 88 86";1;"На рассмотрении";1511380;"02.07.2026 в 19:56"
310;5;"Электронное";255;"84 85 83";3;"Участвуете в конкурсе";1185184;"28.06.2026 в 11:34"
311;2;"—";255;"100 78 72";5;"Участвуете в конкурсе";1330716;"30.06.2026 в 15:15"
312;1;"—";255;"84 90 75";6;"Участвуете в конкурсе";1256581;"29.06.2026 в 21:38"
313;4;"—";255;"78 85 86";6;"На рассмотрении";1264547;"29.06.2026 в 21:49"
314;2;"—";255;"80 88 81";6;"Участвуете в конкурсе";1352912;"30.06.2026 в 18:57"
315;5;"—";255;"86 88 75";6;"Участвуете в конкурсе";1362316;"30.06.2026 в 22:04"
316;5;"—";255;"84 83 78";10;"Участвуете в конкурсе";1319659;"30.06.2026 в 12:44"
317;6;"—";254;"86 85 83";0;"Передано в вуз";1329410;"05.07.2026 в 14:36"
318;4;"—";254;"78 93 83";0;"Участвуете в конкурсе";1376037;"01.07.2026 в 15:32"
319;4;"—";254;"78 93 83";0;"Участвуете в конкурсе";1400584;"01.07.2026 в 13:24"
320;3;"—";254;"80 85 89";0;"Участвуете в конкурсе";1421872;"01.07.2026 в 16:47"
321;3;"—";254;"88 88 78";0;"На рассмотрении";1503530;"03.07.2026 в 17:28"
322;3;"—";254;"76 92 86";0;"На рассмотрении";1531781;"03.07.2026 в 09:47"
323;1;"—";254;"86 85 83";0;"На рассмотрении";1626491;"05.07.2026 в 00:11"
324;6;"—";254;"92 78 78";6;"Участвуете в конкурсе";1176418;"27.06.2026 в 18:44"
325;5;"—";254;"92 75 81";6;"На рассмотрении";1393907;"01.07.2026 в 12:25"
326;3;"—";254;"86 90 72";6;"На рассмотрении";1494974;"02.07.2026 в 15:50"
327;2;"Электронное";254;"84 85 75";10;"Участвуете в конкурсе";1237277;"29.06.2026 в 21:15"
328;2;"—";253;"80 95 78";0;"Участвуете в конкурсе";1049997;"28.06.2026 в 15:51"
329;6;"Электронное";253;"84 83 86";0;"Конкурсная группа исключена";1118996;"30.06.2026 в 10:07"
330;3;"—";253;"96 84 73";0;"Участвуете в конкурсе";1119243;"25.06.2026 в 12:59"
331;2;"—";253;"92 88 73";0;"Участвуете в конкурсе";1183253;"28.06.2026 в 06:00"
332;2;"—";253;"84 88 81";0;"Участвуете в конкурсе";1319734;"30.06.2026 в 12:45"
333;4;"Электронное";253;"84 80 89";0;"На рассмотрении";1460452;"02.07.2026 в 11:45"
334;5;"—";253;"82 90 81";0;"На рассмотрении";1475751;"02.07.2026 в 13:36"
335;4;"—";253;"82 85 86";0;"На рассмотрении";1503131;"02.07.2026 в 17:28"
336;2;"—";253;"82 90 81";0;"На рассмотрении";1585271;"03.07.2026 в 23:20"
337;6;"—";253;"78 85 89";1;"Конкурсная группа исключена";1374329;"01.07.2026 в 08:51"
338;1;"—";253;"84 85 83";1;"Участвуете в конкурсе";1385491;"01.07.2026 в 13:38"
339;5;"—";253;"78 75 97";3;"Участвуете в конкурсе";1410496;"01.07.2026 в 14:52"
340;5;"—";253;"84 80 83";6;"Участвуете в конкурсе";1314622;"30.06.2026 в 11:57"
341;5;"Электронное";253;"80 78 89";6;"Участвуете в конкурсе";1426030;"01.07.2026 в 17:44"
342;5;"—";253;"84 90 69";10;"На рассмотрении";1282037;"29.06.2026 в 22:01"
343;4;"—";252;"78 88 86";0;"Участвуете в конкурсе";1191712;"02.07.2026 в 08:41"
344;7;"—";252;"86 83 83";0;"На рассмотрении";1320213;"02.07.2026 в 18:57"
345;1;"—";252;"76 95 81";0;"Участвуете в конкурсе";1353022;"30.06.2026 в 18:59"
346;5;"—";252;"94 75 83";0;"Участвуете в конкурсе";1398133;"01.07.2026 в 13:02"
347;4;"—";252;"80 94 78";0;"Участвуете в конкурсе";1430428;"01.07.2026 в 18:56"
348;2;"—";252;"86 88 78";0;"Участвуете в конкурсе";1444788;"02.07.2026 в 00:02"
349;7;"—";252;"82 84 86";0;"На рассмотрении";1571684;"03.07.2026 в 18:39"
350;2;"Электронное";252;"88 94 70";0;"На рассмотрении";1579909;"03.07.2026 в 20:22"
351;3;"—";252;"84 93 75";0;"На рассмотрении";1624875;"04.07.2026 в 21:36"
352;2;"—";252;"84 90 78";0;"Передано в вуз";1634253;"05.07.2026 в 13:10"
353;2;"—";252;"90 78 83";1;"На рассмотрении";1511705;"02.07.2026 в 20:02"
354;6;"—";252;"80 85 86";1;"На рассмотрении";1611612;"04.07.2026 в 15:14"
355;4;"—";252;"82 78 91";1;"Передано в вуз";1638345;"05.07.2026 в 14:31"
356;6;"—";252;"80 85 83";4;"Участвуете в конкурсе";1166768;"27.06.2026 в 12:31"
357;2;"—";252;"82 80 86";4;"Участвуете в конкурсе";1393259;"01.07.2026 в 12:19"
358;2;"—";252;"82 78 86";6;"Участвуете в конкурсе";1209648;"28.06.2026 в 20:43"
359;4;"—";252;"84 90 72";6;"Участвуете в конкурсе";1338075;"30.06.2026 в 15:35"
360;3;"—";252;"80 83 83";6;"Участвуете в конкурсе";1432999;"01.07.2026 в 19:42"
361;1;"—";252;"84 72 89";7;"Участвуете в конкурсе";1190363;"28.06.2026 в 12:37"
362;1;"—";252;"84 83 78";7;"Участвуете в конкурсе";1435271;"01.07.2026 в 20:23"
363;4;"—";252;"86 75 81";10;"Участвуете в конкурсе";1043248;"22.06.2026 в 23:03"
364;6;"—";252;"82 90 70";10;"Участвуете в конкурсе";1331996;"30.06.2026 в 15:17"
365;3;"—";251;"88 90 73";0;"Участвуете в конкурсе";1177149;"29.06.2026 в 21:16"
366;1;"—";251;"82 83 86";0;"Передано в вуз";1188042;"05.07.2026 в 09:16"
367;2;"Электронное";251;"90 78 83";0;"Участвуете в конкурсе";1195471;"28.06.2026 в 14:39"
368;4;"—";251;"82 83 86";0;"Участвуете в конкурсе";1407937;"01.07.2026 в 14:48"
369;5;"—";251;"80 90 81";0;"Участвуете в конкурсе";1412798;"01.07.2026 в 15:13"
370;6;"—";251;"80 80 91";0;"На рассмотрении";1488778;"02.07.2026 в 14:50"
371;3;"—";251;"80 88 83";0;"На рассмотрении";1576609;"03.07.2026 в 19:05"
372;4;"—";251;"80 80 91";0;"Передано в вуз";1633063;"05.07.2026 в 11:49"
373;5;"Электронное";251;"82 93 75";1;"На рассмотрении";1532985;"03.07.2026 в 17:00"
374;5;"Электронное";251;"84 80 83";4;"Участвуете в конкурсе";1183574;"28.06.2026 в 07:02"
375;4;"—";251;"84 75 86";6;"Участвуете в конкурсе";1186375;"28.06.2026 в 10:30"
376;4;"—";251;"76 83 86";6;"На рассмотрении";1503266;"02.07.2026 в 17:30"
377;1;"—";251;"76 77 91";7;"Участвуете в конкурсе";1251169;"29.06.2026 в 21:31"
378;4;"—";251;"76 85 83";7;"Участвуете в конкурсе";1355879;"30.06.2026 в 19:51"
379;5;"—";251;"84 82 75";10;"Участвуете в конкурсе";1237117;"29.06.2026 в 21:15"
380;6;"—";250;"95 80 75";0;"Передано в вуз";1167545;"05.07.2026 в 12:17"
381;3;"—";250;"86 83 81";0;"Участвуете в конкурсе";1207382;"28.06.2026 в 19:41"
382;5;"—";250;"86 83 81";0;"Участвуете в конкурсе";1279825;"29.06.2026 в 21:59"
383;5;"—";250;"82 90 78";0;"Участвуете в конкурсе";1284342;"29.06.2026 в 22:02"
384;7;"—";250;"86 78 86";0;"Участвуете в конкурсе";1289341;"29.06.2026 в 22:56"
385;4;"Электронное";250;"88 84 78";0;"Участвуете в конкурсе";1296074;"30.06.2026 в 07:36"
386;5;"—";250;"92 85 73";0;"На рассмотрении";1376139;"03.07.2026 в 21:20"
387;5;"Электронное";250;"92 88 70";0;"Участвуете в конкурсе";1440279;"01.07.2026 в 22:00"
388;3;"—";250;"90 79 81";0;"На рассмотрении";1604620;"04.07.2026 в 12:46"
389;5;"—";250;"84 83 83";0;"Передано в вуз";1634931;"05.07.2026 в 12:56"
390;4;"—";250;"92 85 72";1;"Участвуете в конкурсе";1442527;"01.07.2026 в 22:52"
391;3;"Электронное";250;"84 78 83";5;"Участвуете в конкурсе";1257332;"29.06.2026 в 21:39"
392;6;"Электронное";250;"82 76 86";6;"Участвуете в конкурсе";1073042;"24.06.2026 в 09:54"
393;4;"—";249;"80 88 81";0;"Конкурсная группа исключена";964967;"04.07.2026 в 08:55"
394;4;"—";249;"78 80 91";0;"Участвуете в конкурсе";989861;"21.06.2026 в 14:43"
395;4;"—";249;"80 75 94";0;"Участвуете в конкурсе";1171473;"27.06.2026 в 15:17"
396;2;"Электронное";249;"86 80 83";0;"Участвуете в конкурсе";1202594;"28.06.2026 в 17:29"
397;6;"Электронное";249;"78 88 83";0;"Участвуете в конкурсе";1206733;"28.06.2026 в 19:24"
398;2;"—";249;"84 90 75";0;"Конкурсная группа исключена";1220647;"29.06.2026 в 08:10"
399;5;"—";249;"92 85 72";0;"Участвуете в конкурсе";1252899;"29.06.2026 в 21:33"
400;5;"—";249;"78 90 81";0;"Участвуете в конкурсе";1289757;"29.06.2026 в 23:08"
401;4;"—";249;"80 80 89";0;"Участвуете в конкурсе";1292626;"01.07.2026 в 22:33"
402;1;"—";249;"82 76 91";0;"Участвуете в конкурсе";1330030;"30.06.2026 в 14:35"
403;4;"—";249;"80 88 81";0;"Участвуете в конкурсе";1370672;"01.07.2026 в 06:54"
404;3;"—";249;"78 77 94";0;"На рассмотрении";1417031;"01.07.2026 в 15:53"
405;6;"Электронное";249;"86 85 78";0;"Участвуете в конкурсе";1428259;"01.07.2026 в 18:20"
406;2;"—";249;"78 85 86";0;"Участвуете в конкурсе";1439692;"01.07.2026 в 21:47"
407;2;"—";249;"86 90 73";0;"На рассмотрении";1466985;"02.07.2026 в 11:31"
408;5;"—";249;"86 80 83";0;"На рассмотрении";1479255;"02.07.2026 в 13:24"
409;1;"—";249;"88 88 73";0;"На рассмотрении";1510472;"02.07.2026 в 19:38"
410;5;"—";249;"84 95 70";0;"На рассмотрении";1570203;"03.07.2026 в 18:32"
411;2;"—";249;"80 83 86";0;"На рассмотрении";1573539;"03.07.2026 в 18:48"
412;6;"—";249;"86 88 75";0;"На рассмотрении";1616154;"04.07.2026 в 17:33"
413;3;"—";249;"74 85 89";1;"На рассмотрении";1256808;"03.07.2026 в 18:03"
414;5;"—";249;"80 85 83";1;"На рассмотрении";1374854;"02.07.2026 в 23:45"
415;5;"—";249;"82 88 78";1;"На рассмотрении";1529112;"03.07.2026 в 09:06"
416;4;"—";249;"82 80 86";1;"На рассмотрении";1564773;"03.07.2026 в 18:09"
417;5;"—";249;"86 90 72";1;"На рассмотрении";1622923;"04.07.2026 в 20:14"
418;2;"—";249;"84 90 73";2;"На рассмотрении";1555281;"03.07.2026 в 17:21"
419;4;"—";249;"84 78 81";6;"Участвуете в конкурсе";1264422;"29.06.2026 в 21:49"
420;3;"—";249;"86 76 81";6;"Участвуете в конкурсе";1337276;"30.06.2026 в 15:27"
421;3;"—";249;"72 80 91";6;"Участвуете в конкурсе";1339422;"30.06.2026 в 15:49"
422;3;"—";248;"90 80 78";0;"На рассмотрении";1283626;"29.06.2026 в 22:02"
423;5;"—";248;"84 83 81";0;"Участвуете в конкурсе";1319847;"30.06.2026 в 12:45"
424;4;"—";248;"76 83 89";0;"Участвуете в конкурсе";1395673;"01.07.2026 в 12:40"
425;2;"—";248;"82 85 81";0;"Участвуете в конкурсе";1399561;"01.07.2026 в 13:15"
426;4;"—";248;"90 88 70";0;"На рассмотрении";1531192;"03.07.2026 в 09:39"
427;2;"—";248;"94 90 64";0;"На рассмотрении";1572414;"03.07.2026 в 20:50"
428;4;"—";248;"82 85 81";0;"На рассмотрении";1574651;"03.07.2026 в 18:53"
429;2;"—";248;"82 80 86";0;"На рассмотрении";1610317;"04.07.2026 в 14:26"
430;5;"—";248;"86 90 72";0;"На рассмотрении";1625135;"04.07.2026 в 21:47"
431;3;"Электронное";248;"78 70 94";6;"Участвуете в конкурсе";1295102;"30.06.2026 в 06:46"
432;1;"—";248;"84 72 86";6;"Участвуете в конкурсе";1402478;"01.07.2026 в 13:41"
433;6;"—";248;"78 90 73";7;"Участвуете в конкурсе";1439130;"01.07.2026 в 21:36"
434;4;"—";247;"86 83 78";0;"Участвуете в конкурсе";984644;"20.06.2026 в 22:11"
435;4;"—";247;"72 88 87";0;"Участвуете в конкурсе";1117402;"25.06.2026 в 12:13"
436;1;"—";247;"78 83 86";0;"Участвуете в конкурсе";1198777;"28.06.2026 в 15:56"
437;5;"—";247;"78 83 86";0;"Участвуете в конкурсе";1286559;"29.06.2026 в 22:07"
438;1;"—";247;"84 85 78";0;"Участвуете в конкурсе";1313858;"30.06.2026 в 11:51"
439;7;"—";247;"74 95 78";0;"Участвуете в конкурсе";1334247;"30.06.2026 в 15:20"
440;7;"—";247;"78 88 81";0;"Конкурсная группа исключена";1338313;"30.06.2026 в 15:38"
441;4;"—";247;"86 83 78";0;"Участвуете в конкурсе";1440939;"01.07.2026 в 22:14"
442;5;"—";247;"78 78 91";0;"На рассмотрении";1501679;"02.07.2026 в 18:25"
443;5;"—";247;"86 80 81";0;"На рассмотрении";1513674;"02.07.2026 в 20:41"
444;3;"—";247;"82 82 83";0;"На рассмотрении";1516139;"04.07.2026 в 12:05"
445;4;"—";247;"86 80 81";0;"На рассмотрении";1527825;"03.07.2026 в 08:36"
446;5;"—";247;"86 80 81";0;"Передано в вуз";1544407;"05.07.2026 в 10:54"
447;4;"—";247;"82 90 75";0;"На рассмотрении";1607749;"04.07.2026 в 13:36"
448;5;"—";247;"76 80 91";0;"На рассмотрении";1629120;"05.07.2026 в 06:33"
449;2;"—";247;"86 77 83";1;"Участвуете в конкурсе";1266546;"29.06.2026 в 21:52"
450;2;"—";247;"72 88 86";1;"Участвуете в конкурсе";1362935;"30.06.2026 в 22:19"
451;1;"—";247;"88 70 83";6;"Участвуете в конкурсе";1200506;"28.06.2026 в 16:36"
452;6;"—";247;"80 83 78";6;"Участвуете в конкурсе";1210549;"28.06.2026 в 21:11"
453;3;"—";247;"80 75 86";6;"На рассмотрении";1320677;"02.07.2026 в 11:48"
454;4;"—";247;"88 62 91";6;"Участвуете в конкурсе";1417203;"01.07.2026 в 15:55"
455;6;"—";247;"80 72 89";6;"На рассмотрении";1504203;"02.07.2026 в 17:45"
456;8;"—";247;"78 85 78";6;"На рассмотрении";1597871;"04.07.2026 в 11:04"
457;1;"—";247;"82 80 78";7;"Участвуете в конкурсе";1208430;"28.06.2026 в 20:09"
458;1;"—";246;"84 93 69";0;"Участвуете в конкурсе";1017515;"22.06.2026 в 11:19"
459;2;"—";246;"78 85 83";0;"Участвуете в конкурсе";1178372;"27.06.2026 в 20:17"
460;5;"—";246;"86 93 67";0;"Участвуете в конкурсе";1215398;"29.06.2026 в 00:38"
461;4;"—";246;"80 85 81";0;"Участвуете в конкурсе";1260507;"29.06.2026 в 21:43"
462;2;"—";246;"86 88 72";0;"Передано в вуз";1397753;"05.07.2026 в 12:41"
463;3;"—";246;"88 83 75";0;"Участвуете в конкурсе";1415105;"01.07.2026 в 15:45"
464;3;"—";246;"80 83 83";0;"Участвуете в конкурсе";1422692;"01.07.2026 в 16:58"
465;4;"—";246;"88 85 73";0;"На рассмотрении";1462115;"02.07.2026 в 10:46"
466;3;"—";246;"76 84 86";0;"На рассмотрении";1483703;"03.07.2026 в 13:55"
467;3;"—";246;"80 85 81";0;"На рассмотрении";1488015;"02.07.2026 в 14:43"
468;3;"—";246;"88 83 75";0;"На рассмотрении";1494664;"02.07.2026 в 15:47"
469;4;"—";246;"78 85 83";0;"На рассмотрении";1512040;"02.07.2026 в 20:08"
470;5;"—";246;"82 88 75";1;"Участвуете в конкурсе";1186937;"01.07.2026 в 10:55"
471;2;"—";246;"82 88 75";1;"Участвуете в конкурсе";1430769;"01.07.2026 в 19:02"
472;2;"—";246;"84 95 66";1;"На рассмотрении";1463270;"02.07.2026 в 10:57"
473;5;"—";246;"84 80 81";1;"На рассмотрении";1615050;"04.07.2026 в 16:08"
474;2;"—";246;"86 85 70";5;"На рассмотрении";1493325;"02.07.2026 в 15:34"
475;2;"—";246;"94 85 61";6;"На рассмотрении";1535336;"03.07.2026 в 10:30"
476;5;"—";246;"76 83 81";6;"На рассмотрении";1559262;"03.07.2026 в 17:44"
477;2;"Электронное";246;"80 78 81";7;"Участвуете в конкурсе";1200801;"28.06.2026 в 16:43"
478;4;"—";245;"82 85 78";0;"Участвуете в конкурсе";1102900;"24.06.2026 в 18:52"
479;3;"—";245;"82 80 83";0;"Участвуете в конкурсе";1185376;"30.06.2026 в 17:29"
480;2;"Электронное";245;"76 83 86";0;"Участвуете в конкурсе";1207523;"28.06.2026 в 20:09"
481;5;"—";245;"82 80 83";0;"Участвуете в конкурсе";1286018;"29.06.2026 в 22:04"
482;3;"—";245;"80 90 75";0;"Участвуете в конкурсе";1357425;"30.06.2026 в 20:21"
483;5;"—";245;"76 83 86";0;"Участвуете в конкурсе";1367188;"01.07.2026 в 12:46"
484;4;"—";245;"82 88 75";0;"Участвуете в конкурсе";1404474;"01.07.2026 в 13:59"
485;1;"—";245;"80 90 75";0;"На рассмотрении";1473667;"02.07.2026 в 12:32"
486;2;"Электронное";245;"84 88 73";0;"На рассмотрении";1482953;"02.07.2026 в 13:57"
487;5;"—";245;"84 72 89";0;"На рассмотрении";1510432;"02.07.2026 в 19:37"
488;2;"—";245;"84 80 81";0;"На рассмотрении";1512655;"02.07.2026 в 20:20"
489;5;"—";245;"84 75 86";0;"На рассмотрении";1561727;"03.07.2026 в 17:57"
490;4;"—";245;"92 80 73";0;"На рассмотрении";1574427;"03.07.2026 в 18:52"
491;2;"—";245;"90 88 67";0;"На рассмотрении";1580859;"04.07.2026 в 21:55"
492;6;"—";245;"80 93 72";0;"На рассмотрении";1599947;"04.07.2026 в 11:35"
493;2;"—";245;"84 88 73";0;"На рассмотрении";1622455;"04.07.2026 в 19:56"
494;2;"—";245;"84 78 83";0;"Передано в вуз";1630278;"05.07.2026 в 09:17"
495;3;"Электронное";245;"86 84 75";0;"Передано в вуз";1632225;"05.07.2026 в 11:15"
496;4;"—";245;"86 90 69";0;"Передано в вуз";1633466;"05.07.2026 в 12:38"
497;4;"—";245;"84 90 70";1;"На рассмотрении";1522017;"03.07.2026 в 00:46"
498;5;"—";245;"82 68 94";1;"На рассмотрении";1578599;"03.07.2026 в 19:46"
499;3;"—";245;"86 85 73";1;"На рассмотрении";1601860;"04.07.2026 в 13:07"
500;3;"—";245;"78 83 83";1;"На рассмотрении";1620157;"04.07.2026 в 18:36"
501;2;"—";245;"84 85 70";6;"Участвуете в конкурсе";1088731;"24.06.2026 в 12:09"
502;2;"Электронное";245;"80 78 81";6;"Участвуете в конкурсе";1373776;"01.07.2026 в 08:38"
503;4;"Электронное";245;"84 88 66";7;"Участвуете в конкурсе";1185442;"30.06.2026 в 12:01"
504;2;"—";244;"78 80 86";0;"Участвуете в конкурсе";1175969;"27.06.2026 в 18:25"
505;1;"—";244;"80 83 81";0;"Участвуете в конкурсе";1209874;"30.06.2026 в 18:50"
506;4;"—";244;"80 83 81";0;"Участвуете в конкурсе";1293902;"30.06.2026 в 05:28"
507;1;"—";244;"74 95 75";0;"Участвуете в конкурсе";1405654;"01.07.2026 в 14:10"
508;1;"—";244;"86 80 78";0;"Участвуете в конкурсе";1430394;"01.07.2026 в 18:55"
509;1;"—";244;"86 83 75";0;"Участвуете в конкурсе";1436435;"01.07.2026 в 20:44"
510;5;"—";244;"82 76 86";0;"Конкурсная группа исключена";1466138;"02.07.2026 в 11:23"
511;1;"Электронное";244;"86 80 78";0;"На рассмотрении";1495214;"02.07.2026 в 15:53"
512;6;"—";244;"86 80 78";0;"На рассмотрении";1542940;"03.07.2026 в 14:05"
513;4;"—";244;"78 83 83";0;"На рассмотрении";1562614;"03.07.2026 в 18:01"
514;4;"—";244;"86 83 75";0;"На рассмотрении";1579076;"03.07.2026 в 19:59"
515;2;"—";244;"82 79 83";0;"На рассмотрении";1582186;"03.07.2026 в 21:28"
516;5;"—";244;"80 85 78";1;"Участвуете в конкурсе";1009684;"29.06.2026 в 21:27"
517;2;"—";244;"70 90 83";1;"Участвуете в конкурсе";1230694;"01.07.2026 в 19:36"
518;7;"—";244;"82 88 73";1;"Участвуете в конкурсе";1441548;"01.07.2026 в 22:27"
519;5;"—";244;"96 61 81";6;"Участвуете в конкурсе";1214592;"28.06.2026 в 23:40"
520;4;"—";243;"82 75 86";0;"Участвуете в конкурсе";1209340;"28.06.2026 в 20:34"
521;4;"Электронное";243;"84 70 89";0;"Участвуете в конкурсе";1209980;"28.06.2026 в 20:53"
522;1;"—";243;"80 80 83";0;"Участвуете в конкурсе";1232375;"29.06.2026 в 21:11"
523;6;"—";243;"88 86 69";0;"Участвуете в конкурсе";1268160;"29.06.2026 в 21:54"
524;1;"—";243;"94 86 63";0;"Участвуете в конкурсе";1273303;"29.06.2026 в 21:56"
525;6;"—";243;"80 88 75";0;"Участвуете в конкурсе";1332472;"30.06.2026 в 15:17"
526;2;"—";243;"82 80 81";0;"Участвуете в конкурсе";1348483;"30.06.2026 в 17:44"
527;2;"—";243;"82 72 89";0;"Участвуете в конкурсе";1354503;"30.06.2026 в 19:26"
528;4;"—";243;"86 90 67";0;"Участвуете в конкурсе";1409005;"01.07.2026 в 14:39"
529;4;"—";243;"84 78 81";0;"На рассмотрении";1575965;"03.07.2026 в 19:01"
530;3;"—";243;"84 78 81";0;"На рассмотрении";1593428;"04.07.2026 в 09:49"
531;5;"—";243;"82 78 83";0;"На рассмотрении";1608442;"04.07.2026 в 13:50"
532;7;"—";243;"84 93 66";0;"Передано в вуз";1632100;"05.07.2026 в 11:09"
533;2;"—";243;"76 85 81";1;"Участвуете в конкурсе";1208870;"28.06.2026 в 20:21"
534;3;"—";243;"82 85 75";1;"На рассмотрении";1268062;"29.06.2026 в 21:53"
535;2;"—";243;"76 80 86";1;"Участвуете в конкурсе";1332960;"30.06.2026 в 15:18"
536;1;"—";243;"86 83 73";1;"На рассмотрении";1619912;"04.07.2026 в 18:26"
537;4;"—";243;"82 85 70";6;"Участвуете в конкурсе";1210978;"28.06.2026 в 21:23"
538;7;"—";243;"80 85 72";6;"Участвуете в конкурсе";1426185;"01.07.2026 в 17:47"
539;8;"—";243;"78 67 91";7;"Участвуете в конкурсе";1175064;"27.06.2026 в 17:57"
540;5;"—";243;"78 85 73";7;"На рассмотрении";1186180;"04.07.2026 в 06:52"
541;1;"—";243;"72 70 91";10;"Участвуете в конкурсе";1264882;"29.06.2026 в 21:49"
542;4;"—";242;"84 80 78";0;"Участвуете в конкурсе";1202730;"28.06.2026 в 17:33"
543;7;"—";242;"82 85 75";0;"Участвуете в конкурсе";1250821;"30.06.2026 в 19:44"
544;3;"—";242;"82 88 72";0;"На рассмотрении";1267175;"01.07.2026 в 12:06"
545;3;"—";242;"84 85 73";0;"Участвуете в конкурсе";1283831;"29.06.2026 в 22:02"
546;4;"—";242;"86 70 86";0;"Участвуете в конкурсе";1311518;"30.06.2026 в 13:24"
547;4;"—";242;"86 78 78";0;"Участвуете в конкурсе";1381414;"01.07.2026 в 14:13"
548;2;"—";242;"84 95 63";0;"Участвуете в конкурсе";1405612;"01.07.2026 в 14:09"
549;5;"—";242;"82 85 75";0;"На рассмотрении";1488758;"02.07.2026 в 14:49"
550;3;"—";242;"82 88 72";0;"На рассмотрении";1504445;"02.07.2026 в 17:49"
551;2;"—";242;"82 85 75";0;"На рассмотрении";1586141;"04.07.2026 в 00:10"
552;5;"—";242;"74 85 83";0;"На рассмотрении";1611650;"04.07.2026 в 14:53"
553;5;"Электронное";242;"82 85 75";0;"На рассмотрении";1615137;"04.07.2026 в 16:11"
554;4;"—";242;"84 83 75";0;"На рассмотрении";1619618;"04.07.2026 в 18:17"
555;2;"—";242;"84 88 70";0;"На рассмотрении";1622682;"04.07.2026 в 20:04"
556;5;"—";242;"84 95 63";0;"На рассмотрении";1622916;"04.07.2026 в 20:14"
557;2;"—";242;"86 80 75";1;"Участвуете в конкурсе";1188755;"28.06.2026 в 11:51"
558;3;"—";242;"80 75 86";1;"Участвуете в конкурсе";1389792;"01.07.2026 в 11:47"
559;1;"—";242;"82 78 81";1;"Участвуете в конкурсе";1420708;"01.07.2026 в 16:34"
560;5;"—";242;"80 67 94";1;"Участвуете в конкурсе";1434092;"01.07.2026 в 20:01"
561;4;"—";241;"74 78 89";0;"Участвуете в конкурсе";1182001;"28.06.2026 в 00:22"
562;3;"—";241;"76 90 75";0;"Участвуете в конкурсе";1247465;"29.06.2026 в 21:26"
563;2;"—";241;"80 78 83";0;"Участвуете в конкурсе";1252857;"29.06.2026 в 21:33"
564;3;"Электронное";241;"72 80 89";0;"Участвуете в конкурсе";1312335;"30.06.2026 в 11:36"
565;4;"—";241;"84 85 72";0;"Участвуете в конкурсе";1351165;"30.06.2026 в 18:27"
566;1;"—";241;"86 80 75";0;"Участвуете в конкурсе";1356836;"30.06.2026 в 20:09"
567;5;"—";241;"80 80 81";0;"Участвуете в конкурсе";1361443;"30.06.2026 в 21:45"
568;3;"—";241;"78 82 81";0;"Участвуете в конкурсе";1394887;"01.07.2026 в 12:35"
569;3;"—";241;"84 85 72";0;"На рассмотрении";1414869;"04.07.2026 в 00:05"
570;2;"—";241;"80 78 83";0;"На рассмотрении";1456172;"04.07.2026 в 13:10"
