"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
296;4;"—";232;"74 80 78";0;"Передано в вуз";1618765;"05.07.2026 в 15:34"
297;4;"—";232;"78 83 67";4;"На рассмотрении";1149203;"26.06.2026 в 14:52"
298;1;"—";232;"72 75 81";4;"На рассмотрении";1221843;"29.06.2026 в 08:40"
299;1;"—";232;"82 65 75";10;"На рассмотрении";1244672;"29.06.2026 в 21:23"
300;4;"—";231;"84 74 73";0;"На рассмотрении";1048540;"23.06.2026 в 10:49"
301;3;"—";231;"76 77 78";0;"На рассмотрении";1124287;"25.06.2026 в 15:10"
302;1;"—";231;"86 78 67";0;"Конкурсная группа исключена";1190930;"03.07.2026 в 22:23"
303;4;"—";231;"86 75 70";0;"На рассмотрении";1260747;"29.06.2026 в 21:44"
304;1;"—";231;"86 85 60";0;"На рассмотрении";1349850;"30.06.2026 в 18:06"
305;3;"—";231;"82 80 69";0;"На рассмотрении";1439629;"03.07.2026 в 20:41"
306;3;"—";231;"76 83 72";0;"На рассмотрении";1447492;"02.07.2026 в 04:48"
307;5;"Электронное";231;"88 74 69";0;"На рассмотрении";1525828;"03.07.2026 в 07:28"
308;4;"—";231;"78 80 73";0;"На рассмотрении";1555215;"03.07.2026 в 17:20"
309;5;"—";231;"80 70 81";0;"На рассмотрении";1556977;"03.07.2026 в 17:29"
310;1;"Электронное";231;"80 70 81";0;"На рассмотрении";1588290;"04.07.2026 в 06:07"
311;2;"—";231;"80 76 75";0;"На рассмотрении";1623403;"04.07.2026 в 20:33"
312;4;"—";231;"84 80 67";0;"Передано в вуз";1629616;"05.07.2026 в 07:59"
313;3;"—";231;"70 70 81";10;"На рассмотрении";1271599;"29.06.2026 в 21:55"
314;2;"Электронное";230;"92 74 64";0;"На рассмотрении";1029369;"01.07.2026 в 14:06"
315;1;"Электронное";230;"80 80 70";0;"На рассмотрении";1176205;"27.06.2026 в 18:35"
316;3;"—";230;"76 82 72";0;"На рассмотрении";1201977;"28.06.2026 в 17:13"
317;2;"—";230;"80 67 83";0;"На рассмотрении";1208930;"28.06.2026 в 20:23"
318;2;"—";230;"80 80 70";0;"На рассмотрении";1246592;"29.06.2026 в 21:26"
319;1;"—";230;"76 71 83";0;"На рассмотрении";1308702;"30.06.2026 в 11:01"
320;2;"—";230;"74 78 78";0;"На рассмотрении";1451244;"04.07.2026 в 08:36"
321;2;"—";230;"82 67 81";0;"На рассмотрении";1546324;"03.07.2026 в 16:35"
322;2;"—";230;"80 75 75";0;"На рассмотрении";1550480;"03.07.2026 в 17:06"
323;3;"—";230;"82 78 70";0;"На рассмотрении";1572030;"03.07.2026 в 18:40"
324;3;"—";230;"84 73 73";0;"На рассмотрении";1600231;"04.07.2026 в 11:39"
325;4;"—";230;"78 76 72";4;"На рассмотрении";1236693;"29.06.2026 в 21:15"
326;4;"—";230;"74 80 66";10;"На рассмотрении";1295326;"30.06.2026 в 06:56"
327;5;"—";229;"78 76 75";0;"На рассмотрении";1364961;"30.06.2026 в 23:13"
328;5;"—";229;"78 85 66";0;"На рассмотрении";1601664;"04.07.2026 в 12:00"
329;1;"—";229;"82 75 72";0;"На рассмотрении";1610967;"04.07.2026 в 14:38"
330;1;"—";229;"76 80 66";7;"На рассмотрении";1206016;"28.06.2026 в 19:04"
331;4;"—";228;"78 77 73";0;"На рассмотрении";1195146;"28.06.2026 в 14:31"
332;4;"—";228;"72 78 78";0;"На рассмотрении";1247169;"01.07.2026 в 17:08"
333;5;"—";228;"74 79 75";0;"На рассмотрении";1296161;"04.07.2026 в 19:12"
334;1;"—";228;"76 80 72";0;"На рассмотрении";1331342;"30.06.2026 в 15:16"
335;1;"—";228;"74 85 69";0;"На рассмотрении";1336734;"30.06.2026 в 15:23"
336;4;"—";228;"82 80 66";0;"На рассмотрении";1406737;"01.07.2026 в 14:19"
337;4;"—";228;"78 72 78";0;"На рассмотрении";1461954;"02.07.2026 в 10:44"
338;3;"—";228;"80 88 60";0;"На рассмотрении";1488013;"02.07.2026 в 14:43"
339;4;"—";228;"80 88 60";0;"На рассмотрении";1502865;"02.07.2026 в 18:15"
340;1;"—";228;"70 80 78";0;"На рассмотрении";1574006;"03.07.2026 в 18:50"
341;1;"—";228;"82 73 73";0;"На рассмотрении";1629263;"05.07.2026 в 07:04"
342;2;"—";228;"78 64 86";0;"Передано в вуз";1631275;"05.07.2026 в 10:29"
343;3;"—";228;"76 67 75";10;"Участвуете в конкурсе";1108432;"25.06.2026 в 05:44"
344;2;"—";228;"76 72 70";10;"На рассмотрении";1240826;"29.06.2026 в 21:19"
345;4;"—";227;"84 83 60";0;"Конкурсная группа исключена";1186996;"28.06.2026 в 11:56"
346;1;"—";227;"80 75 72";0;"На рассмотрении";1187767;"28.06.2026 в 11:20"
347;2;"—";227;"80 75 72";0;"Передано в вуз";1253926;"05.07.2026 в 15:09"
348;5;"—";227;"84 83 60";0;"На рассмотрении";1392785;"01.07.2026 в 12:15"
349;1;"—";227;"84 74 69";0;"На рассмотрении";1447762;"02.07.2026 в 05:16"
350;5;"—";227;"88 78 61";0;"На рассмотрении";1611795;"04.07.2026 в 14:56"
351;2;"—";226;"74 79 73";0;"На рассмотрении";1061805;"28.06.2026 в 13:31"
352;3;"—";226;"72 71 83";0;"Конкурсная группа исключена";1155942;"26.06.2026 в 19:39"
353;2;"—";226;"78 59 89";0;"На рассмотрении";1187031;"28.06.2026 в 10:56"
354;1;"—";226;"78 75 73";0;"На рассмотрении";1222854;"01.07.2026 в 07:07"
355;1;"—";226;"78 78 70";0;"На рассмотрении";1254989;"29.06.2026 в 21:36"
356;5;"—";226;"80 88 58";0;"На рассмотрении";1312299;"30.06.2026 в 11:36"
357;1;"—";226;"76 78 72";0;"На рассмотрении";1327552;"30.06.2026 в 14:08"
358;3;"—";226;"80 86 60";0;"На рассмотрении";1344037;"30.06.2026 в 16:42"
359;1;"—";226;"78 73 75";0;"На рассмотрении";1348143;"30.06.2026 в 18:08"
360;1;"—";226;"84 72 70";0;"На рассмотрении";1357066;"30.06.2026 в 20:14"
361;4;"—";226;"78 67 81";0;"На рассмотрении";1394118;"01.07.2026 в 12:27"
362;1;"—";226;"78 75 73";0;"На рассмотрении";1479217;"02.07.2026 в 13:23"
363;3;"—";226;"70 70 86";0;"На рассмотрении";1525904;"03.07.2026 в 07:31"
364;3;"—";226;"80 68 78";0;"Передано в вуз";1630358;"05.07.2026 в 09:25"
365;1;"—";225;"70 80 75";0;"На рассмотрении";1184676;"28.06.2026 в 08:58"
366;2;"—";225;"78 78 69";0;"На рассмотрении";1193988;"28.06.2026 в 14:04"
367;5;"—";225;"78 75 72";0;"Передано в вуз";1220130;"05.07.2026 в 10:57"
368;2;"—";225;"78 75 72";0;"На рассмотрении";1236871;"30.06.2026 в 18:53"
369;3;"—";225;"76 83 66";0;"На рассмотрении";1268448;"30.06.2026 в 04:08"
370;4;"—";225;"72 75 78";0;"На рассмотрении";1308190;"30.06.2026 в 10:56"
371;3;"—";225;"80 70 75";0;"На рассмотрении";1326918;"01.07.2026 в 09:58"
372;5;"—";225;"80 73 72";0;"На рассмотрении";1380189;"03.07.2026 в 19:13"
373;3;"—";225;"78 78 69";0;"На рассмотрении";1390321;"01.07.2026 в 11:52"
374;5;"—";225;"70 72 83";0;"На рассмотрении";1407482;"01.07.2026 в 14:26"
375;3;"—";225;"78 80 67";0;"На рассмотрении";1455389;"02.07.2026 в 09:31"
376;3;"—";225;"78 75 72";0;"На рассмотрении";1492590;"02.07.2026 в 17:31"
377;3;"—";225;"78 72 75";0;"На рассмотрении";1507344;"02.07.2026 в 18:38"
378;3;"—";225;"72 78 75";0;"На рассмотрении";1549472;"03.07.2026 в 17:03"
379;1;"—";225;"80 62 83";0;"На рассмотрении";1623010;"04.07.2026 в 20:18"
380;2;"Электронное";225;"82 79 60";4;"Участвуете в конкурсе";1186380;"28.06.2026 в 10:30"
381;4;"—";225;"70 62 83";10;"На рассмотрении";1237355;"30.06.2026 в 06:53"
382;4;"—";224;"76 85 63";0;"На рассмотрении";1173798;"27.06.2026 в 16:56"
383;5;"—";224;"84 70 70";0;"На рассмотрении";1248121;"29.06.2026 в 21:27"
384;5;"—";224;"74 80 70";0;"На рассмотрении";1307095;"30.06.2026 в 10:45"
385;1;"—";224;"74 75 75";0;"На рассмотрении";1309426;"30.06.2026 в 12:04"
386;2;"—";224;"76 70 78";0;"На рассмотрении";1321662;"30.06.2026 в 13:05"
387;5;"—";224;"74 64 86";0;"Передано в вуз";1434373;"05.07.2026 в 14:07"
388;1;"—";224;"80 75 69";0;"На рассмотрении";1610983;"04.07.2026 в 14:39"
389;5;"Электронное";223;"78 64 81";0;"Участвуете в конкурсе";1126249;"25.06.2026 в 16:10"
390;5;"—";223;"84 75 64";0;"На рассмотрении";1261473;"29.06.2026 в 21:45"
391;4;"—";223;"80 71 72";0;"Конкурсная группа исключена";1272658;"29.06.2026 в 21:56"
392;4;"—";223;"74 76 73";0;"На рассмотрении";1316765;"30.06.2026 в 13:03"
393;4;"Электронное";223;"78 72 73";0;"На рассмотрении";1344147;"30.06.2026 в 16:43"
394;3;"—";223;"70 70 83";0;"На рассмотрении";1506431;"02.07.2026 в 18:21"
395;2;"—";223;"78 78 67";0;"На рассмотрении";1518922;"02.07.2026 в 23:01"
396;3;"—";223;"82 78 63";0;"На рассмотрении";1526095;"03.07.2026 в 07:39"
397;4;"—";222;"76 82 64";0;"На рассмотрении";1139537;"30.06.2026 в 19:10"
398;5;"—";222;"80 64 78";0;"Конкурсная группа исключена";1183434;"29.06.2026 в 21:22"
399;1;"Электронное";222;"84 78 60";0;"На рассмотрении";1258750;"29.06.2026 в 21:41"
400;2;"—";222;"80 78 64";0;"На рассмотрении";1345916;"30.06.2026 в 17:06"
401;4;"—";222;"76 74 72";0;"На рассмотрении";1378431;"01.07.2026 в 09:55"
402;4;"—";222;"76 80 66";0;"На рассмотрении";1421353;"01.07.2026 в 16:41"
403;3;"—";222;"72 77 73";0;"Передано в вуз";1424524;"05.07.2026 в 10:48"
404;3;"—";222;"82 73 67";0;"На рассмотрении";1532355;"03.07.2026 в 10:21"
405;1;"Электронное";222;"80 67 75";0;"На рассмотрении";1564073;"03.07.2026 в 18:06"
406;1;"Бумажное";221;"82 76 63";0;"На рассмотрении";1271659;"29.06.2026 в 21:55"
407;2;"—";221;"70 73 78";0;"На рассмотрении";1288098;"30.06.2026 в 21:34"
408;2;"—";221;"80 75 66";0;"Конкурсная группа исключена";1295923;"30.06.2026 в 15:29"
409;5;"—";221;"74 78 69";0;"На рассмотрении";1304420;"02.07.2026 в 08:34"
410;4;"—";221;"78 80 63";0;"Участвуете в конкурсе";1337868;"30.06.2026 в 15:33"
411;4;"—";221;"70 70 81";0;"На рассмотрении";1408430;"01.07.2026 в 14:34"
412;3;"—";221;"86 68 67";0;"На рассмотрении";1466528;"03.07.2026 в 16:41"
413;4;"—";221;"84 67 70";0;"На рассмотрении";1609712;"04.07.2026 в 14:14"
414;4;"—";220;"68 80 72";0;"На рассмотрении";1048672;"23.06.2026 в 09:22"
415;3;"—";220;"80 73 67";0;"На рассмотрении";1337186;"30.06.2026 в 15:26"
416;5;"—";220;"80 70 70";0;"На рассмотрении";1349139;"02.07.2026 в 22:01"
417;4;"—";220;"78 72 70";0;"На рассмотрении";1351104;"30.06.2026 в 18:26"
418;5;"—";220;"70 78 72";0;"На рассмотрении";1578446;"03.07.2026 в 19:43"
419;2;"—";220;"84 75 61";0;"Передано в вуз";1630384;"05.07.2026 в 09:28"
420;2;"—";220;"74 73 69";4;"На рассмотрении";1254375;"29.06.2026 в 21:35"
421;2;"—";219;"76 71 72";0;"На рассмотрении";1170924;"27.06.2026 в 14:57"
422;4;"—";219;"72 75 72";0;"На рассмотрении";1213410;"30.06.2026 в 09:33"
423;5;"—";219;"80 70 69";0;"На рассмотрении";1223506;"29.06.2026 в 21:04"
424;4;"—";219;"72 80 67";0;"Участвуете в конкурсе";1234910;"29.06.2026 в 21:13"
425;3;"—";219;"70 80 69";0;"На рассмотрении";1378155;"01.07.2026 в 09:51"
426;4;"—";219;"74 70 75";0;"На рассмотрении";1397097;"01.07.2026 в 12:53"
427;4;"—";219;"76 62 81";0;"На рассмотрении";1531185;"03.07.2026 в 09:52"
428;5;"—";219;"76 73 70";0;"На рассмотрении";1535693;"03.07.2026 в 10:33"
429;1;"—";219;"76 79 64";0;"Передано в вуз";1542555;"05.07.2026 в 11:16"
430;1;"Электронное";218;"82 78 58";0;"На рассмотрении";981681;"27.06.2026 в 17:17"
431;2;"—";218;"78 70 70";0;"На рассмотрении";1197115;"28.06.2026 в 15:18"
432;1;"—";218;"70 70 78";0;"На рассмотрении";1335531;"30.06.2026 в 15:21"
433;2;"—";218;"76 73 69";0;"На рассмотрении";1371248;"01.07.2026 в 07:20"
434;1;"—";218;"86 54 78";0;"На рассмотрении";1383682;"01.07.2026 в 10:52"
435;2;"—";218;"74 75 69";0;"На рассмотрении";1515994;"02.07.2026 в 21:30"
436;2;"—";218;"84 67 67";0;"На рассмотрении";1527082;"03.07.2026 в 08:15"
437;2;"—";218;"78 70 70";0;"На рассмотрении";1554863;"03.07.2026 в 17:19"
438;1;"—";217;"80 59 78";0;"На рассмотрении";1222481;"29.06.2026 в 08:54"
439;2;"—";217;"74 76 67";0;"На рассмотрении";1365625;"01.07.2026 в 10:09"
440;3;"—";217;"72 75 70";0;"Участвуете в конкурсе";1369813;"01.07.2026 в 08:10"
441;1;"—";217;"80 64 73";0;"На рассмотрении";1417480;"01.07.2026 в 15:58"
442;3;"—";217;"74 68 75";0;"На рассмотрении";1617781;"04.07.2026 в 17:23"
443;5;"—";217;"64 72 81";0;"На рассмотрении";1622891;"04.07.2026 в 20:13"
444;2;"—";216;"84 68 64";0;"На рассмотрении";1214384;"29.06.2026 в 01:37"
445;4;"—";216;"82 59 75";0;"На рассмотрении";1258676;"29.06.2026 в 21:41"
446;4;"—";216;"74 67 75";0;"На рассмотрении";1297405;"30.06.2026 в 08:12"
447;4;"—";216;"76 70 70";0;"На рассмотрении";1314178;"30.06.2026 в 11:53"
448;3;"—";216;"76 82 58";0;"На рассмотрении";1325659;"03.07.2026 в 18:15"
449;2;"—";216;"82 68 66";0;"На рассмотрении";1438566;"01.07.2026 в 21:25"
450;1;"Электронное";216;"76 74 66";0;"На рассмотрении";1443065;"01.07.2026 в 23:06"
451;4;"—";216;"76 83 57";0;"Передано в вуз";1458967;"05.07.2026 в 11:20"
452;1;"—";216;"82 68 66";0;"На рассмотрении";1564452;"03.07.2026 в 18:07"
453;3;"—";215;"70 78 67";0;"На рассмотрении";1156403;"26.06.2026 в 20:13"
454;1;"—";215;"70 70 75";0;"На рассмотрении";1277807;"29.06.2026 в 21:58"
455;1;"Электронное";215;"80 80 55";0;"На рассмотрении";1303815;"30.06.2026 в 10:08"
456;3;"—";215;"70 75 70";0;"На рассмотрении";1371193;"01.07.2026 в 07:17"
457;2;"—";215;"76 67 72";0;"На рассмотрении";1502940;"02.07.2026 в 17:26"
458;5;"—";215;"80 72 63";0;"На рассмотрении";1527601;"03.07.2026 в 08:30"
459;3;"—";215;"76 67 72";0;"На рассмотрении";1578515;"03.07.2026 в 19:44"
460;2;"—";214;"72 64 78";0;"На рассмотрении";1168584;"02.07.2026 в 11:46"
461;5;"—";214;"78 61 75";0;"На рассмотрении";1172979;"27.06.2026 в 16:20"
462;2;"—";214;"86 67 61";0;"Конкурсная группа исключена";1258125;"29.06.2026 в 21:40"
463;1;"—";214;"70 80 64";0;"На рассмотрении";1352696;"30.06.2026 в 18:54"
464;1;"—";214;"78 64 72";0;"На рассмотрении";1547973;"03.07.2026 в 16:47"
465;2;"—";214;"74 65 75";0;"На рассмотрении";1589223;"04.07.2026 в 10:00"
466;1;"—";214;"72 72 70";0;"На рассмотрении";1605680;"04.07.2026 в 13:03"
467;2;"—";214;"64 62 78";10;"Участвуете в конкурсе";1204741;"28.06.2026 в 18:30"
468;4;"—";213;"72 72 69";0;"На рассмотрении";1166624;"30.06.2026 в 14:20"
469;1;"—";213;"76 73 64";0;"На рассмотрении";1167049;"27.06.2026 в 12:39"
470;2;"—";213;"64 80 69";0;"Участвуете в конкурсе";1206321;"28.06.2026 в 19:12"
471;5;"—";213;"76 67 70";0;"На рассмотрении";1208344;"28.06.2026 в 20:07"
472;4;"—";213;"78 62 73";0;"На рассмотрении";1501477;"03.07.2026 в 09:08"
473;3;"—";213;"80 67 66";0;"На рассмотрении";1621761;"04.07.2026 в 19:30"
474;2;"—";213;"74 54 75";10;"На рассмотрении";1190153;"28.06.2026 в 12:31"
475;2;"—";213;"80 59 64";10;"Участвуете в конкурсе";1220082;"30.06.2026 в 12:51"
476;2;"Электронное";212;"70 75 67";0;"На рассмотрении";831383;"01.07.2026 в 10:17"
477;1;"—";212;"64 65 83";0;"На рассмотрении";1197946;"28.06.2026 в 15:36"
478;2;"—";212;"74 83 55";0;"На рассмотрении";1263025;"29.06.2026 в 21:47"
479;1;"—";212;"72 67 73";0;"На рассмотрении";1451147;"02.07.2026 в 08:03"
480;2;"—";212;"70 75 67";0;"На рассмотрении";1461874;"02.07.2026 в 10:43"
481;4;"—";212;"78 64 70";0;"На рассмотрении";1487401;"02.07.2026 в 14:38"
482;1;"—";212;"80 68 64";0;"На рассмотрении";1512741;"02.07.2026 в 20:22"
483;4;"Электронное";212;"70 58 81";3;"Участвуете в конкурсе";966782;"20.06.2026 в 13:27"
484;2;"—";211;"78 75 58";0;"На рассмотрении";1100908;"30.06.2026 в 14:15"
485;5;"—";211;"72 72 67";0;"На рассмотрении";1115421;"30.06.2026 в 14:25"
486;5;"—";211;"72 72 67";0;"На рассмотрении";1184533;"28.06.2026 в 08:49"
487;2;"—";211;"72 78 61";0;"На рассмотрении";1196423;"28.06.2026 в 15:01"
488;3;"—";211;"64 75 72";0;"На рассмотрении";1199713;"01.07.2026 в 12:24"
489;5;"—";211;"80 68 63";0;"Участвуете в конкурсе";1308895;"01.07.2026 в 11:55"
490;1;"—";211;"84 64 63";0;"На рассмотрении";1369111;"01.07.2026 в 16:20"
491;5;"—";211;"78 64 69";0;"На рассмотрении";1371652;"01.07.2026 в 07:34"
492;1;"—";211;"76 62 73";0;"На рассмотрении";1375032;"01.07.2026 в 09:06"
493;5;"—";211;"76 75 60";0;"На рассмотрении";1505460;"02.07.2026 в 18:04"
494;5;"—";211;"78 70 63";0;"На рассмотрении";1551488;"03.07.2026 в 17:09"
495;1;"—";211;"76 70 61";4;"На рассмотрении";1268140;"29.06.2026 в 21:54"
496;1;"—";211;"78 62 61";10;"На рассмотрении";1299117;"30.06.2026 в 08:56"
497;3;"—";210;"72 68 70";0;"Участвуете в конкурсе";1174439;"27.06.2026 в 17:22"
498;2;"—";210;"74 75 61";0;"На рассмотрении";1195446;"29.06.2026 в 21:25"
499;2;"—";209;"70 75 64";0;"На рассмотрении";1186148;"28.06.2026 в 10:21"
500;3;"—";209;"64 70 75";0;"Конкурсная группа исключена";1216456;"03.07.2026 в 18:53"
501;4;"—";209;"76 67 66";0;"На рассмотрении";1222830;"02.07.2026 в 18:38"
502;2;"—";209;"80 62 67";0;"На рассмотрении";1312023;"30.06.2026 в 11:33"
503;4;"—";209;"64 72 73";0;"На рассмотрении";1327174;"04.07.2026 в 04:47"
504;4;"—";209;"78 70 61";0;"На рассмотрении";1610552;"04.07.2026 в 14:30"
505;2;"—";209;"72 68 69";0;"На рассмотрении";1612698;"04.07.2026 в 15:14"
506;2;"—";209;"72 67 67";3;"На рассмотрении";1197201;"28.06.2026 в 15:20"
507;1;"—";208;"80 62 66";0;"Конкурсная группа исключена";1170527;"28.06.2026 в 13:13"
508;5;"—";208;"80 67 61";0;"Передано в вуз";1248287;"05.07.2026 в 08:39"
509;1;"—";208;"74 70 64";0;"На рассмотрении";1447657;"02.07.2026 в 05:06"
510;5;"—";208;"74 65 69";0;"На рассмотрении";1479091;"02.07.2026 в 17:09"
511;3;"—";208;"72 58 78";0;"На рассмотрении";1537356;"04.07.2026 в 19:22"
512;1;"—";208;"76 59 69";4;"На рассмотрении";1260134;"29.06.2026 в 21:43"
513;3;"Электронное";207;"70 71 66";0;"На рассмотрении";1236607;"29.06.2026 в 21:15"
514;5;"—";207;"76 62 69";0;"На рассмотрении";1627912;"05.07.2026 в 00:43"
515;2;"—";206;"74 62 70";0;"На рассмотрении";1198223;"28.06.2026 в 15:43"
516;5;"—";206;"78 64 64";0;"На рассмотрении";1369756;"01.07.2026 в 07:15"
517;2;"—";206;"78 67 61";0;"На рассмотрении";1577459;"03.07.2026 в 19:17"
518;2;"—";206;"70 62 73";1;"На рассмотрении";1198762;"28.06.2026 в 15:56"
519;2;"—";205;"74 74 57";0;"Участвуете в конкурсе";831395;"30.06.2026 в 14:26"
520;2;"—";205;"72 67 66";0;"На рассмотрении";988579;"21.06.2026 в 07:54"
521;5;"—";205;"72 78 55";0;"На рассмотрении";1346790;"30.06.2026 в 17:19"
522;3;"—";205;"58 80 67";0;"На рассмотрении";1523793;"03.07.2026 в 05:16"
523;3;"—";205;"74 73 58";0;"На рассмотрении";1573694;"03.07.2026 в 18:48"
524;1;"—";204;"82 64 58";0;"На рассмотрении";943618;"04.07.2026 в 15:56"
525;1;"—";204;"74 67 63";0;"На рассмотрении";1262311;"29.06.2026 в 21:46"
526;3;"—";204;"74 75 55";0;"На рассмотрении";1316692;"30.06.2026 в 12:17"
527;1;"—";204;"74 54 66";10;"На рассмотрении";1226606;"30.06.2026 в 09:38"
528;1;"Электронное";203;"64 58 81";0;"На рассмотрении";988633;"01.07.2026 в 19:05"
529;3;"Электронное";203;"72 67 64";0;"Участвуете в конкурсе";1255635;"29.06.2026 в 21:36"
530;3;"—";203;"70 70 63";0;"На рассмотрении";1282142;"29.06.2026 в 22:01"
531;4;"—";203;"78 67 58";0;"На рассмотрении";1529149;"03.07.2026 в 09:51"
532;4;"—";203;"78 62 63";0;"На рассмотрении";1539118;"03.07.2026 в 13:57"
533;4;"—";203;"64 67 72";0;"На рассмотрении";1557888;"03.07.2026 в 17:35"
534;4;"—";203;"58 62 83";0;"Передано в вуз";1631433;"05.07.2026 в 10:38"
535;1;"—";203;"76 67 60";0;"Передано в вуз";1635196;"05.07.2026 в 13:04"
536;2;"Электронное";201;"74 58 69";0;"Участвуете в конкурсе";1317762;"30.06.2026 в 12:27"
537;2;"—";201;"70 62 69";0;"На рассмотрении";1355352;"30.06.2026 в 19:41"
538;5;"—";201;"76 62 63";0;"На рассмотрении";1529054;"03.07.2026 в 09:05"
539;3;"—";200;"72 65 63";0;"На рассмотрении";1388880;"01.07.2026 в 16:13"
540;4;"—";198;"64 62 72";0;"На рассмотрении";1350763;"01.07.2026 в 08:35"
541;1;"—";198;"74 58 66";0;"На рассмотрении";1447142;"02.07.2026 в 04:56"
542;1;"—";197;"58 64 75";0;"На рассмотрении";1294546;"30.06.2026 в 06:16"
543;4;"—";197;"74 59 64";0;"На рассмотрении";1561863;"03.07.2026 в 17:58"
544;1;"—";195;"72 62 61";0;"На рассмотрении";1173820;"01.07.2026 в 09:47"
545;4;"—";195;"64 48 83";0;"На рассмотрении";1191355;"28.06.2026 в 13:02"
546;2;"—";195;"70 62 63";0;"На рассмотрении";1493357;"02.07.2026 в 15:35"
547;2;"—";195;"74 51 70";0;"Передано в вуз";1633985;"05.07.2026 в 12:23"
548;2;"—";194;"70 67 57";0;"На рассмотрении";1242719;"30.06.2026 в 15:19"
549;4;"—";194;"72 58 64";0;"На рассмотрении";1304370;"30.06.2026 в 10:15"
550;4;"—";194;"64 64 66";0;"На рассмотрении";1352577;"30.06.2026 в 18:52"
551;2;"—";194;"72 59 63";0;"На рассмотрении";1477737;"02.07.2026 в 13:09"
552;1;"—";193;"64 74 55";0;"На рассмотрении";1187333;"28.06.2026 в 11:06"
553;3;"—";193;"72 67 54";0;"Конкурсная группа исключена";1217599;"29.06.2026 в 05:52"
554;1;"Электронное";193;"78 40 75";0;"На рассмотрении";1303407;"30.06.2026 в 10:03"
555;3;"—";193;"64 56 73";0;"На рассмотрении";1532717;"03.07.2026 в 09:59"
556;2;"—";193;"58 65 70";0;"Передано в вуз";1631482;"05.07.2026 в 10:41"
557;1;"—";192;"70 67 55";0;"На рассмотрении";1187394;"28.06.2026 в 11:08"
558;1;"—";192;"64 59 69";0;"На рассмотрении";1310447;"01.07.2026 в 07:39"
559;1;"—";192;"64 62 66";0;"На рассмотрении";1317131;"30.06.2026 в 12:21"
560;1;"—";192;"64 62 66";0;"На рассмотрении";1350811;"30.06.2026 в 18:21"
561;3;"—";191;"86 54 51";0;"На рассмотрении";1198971;"28.06.2026 в 16:00"
562;4;"—";191;"76 54 61";0;"На рассмотрении";1242698;"29.06.2026 в 21:21"
563;1;"—";191;"64 64 63";0;"На рассмотрении";1250205;"29.06.2026 в 21:30"
564;5;"—";191;"72 58 61";0;"На рассмотрении";1403696;"01.07.2026 в 13:51"
565;4;"—";191;"58 64 69";0;"На рассмотрении";1422189;"01.07.2026 в 16:51"
566;4;"—";190;"72 48 70";0;"На рассмотрении";1140911;"26.06.2026 в 11:42"
567;4;"—";190;"70 62 58";0;"На рассмотрении";1308919;"01.07.2026 в 15:04"
568;4;"—";190;"64 51 75";0;"На рассмотрении";1345258;"30.06.2026 в 16:58"
569;3;"—";190;"58 54 78";0;"На рассмотрении";1522050;"03.07.2026 в 01:19"
570;1;"—";189;"70 59 60";0;"На рассмотрении";997040;"21.06.2026 в 15:39"
571;5;"—";189;"58 64 67";0;"На рассмотрении";1344342;"30.06.2026 в 16:46"
572;5;"—";189;"64 59 66";0;"На рассмотрении";1405856;"01.07.2026 в 14:12"
573;3;"—";189;"72 51 66";0;"На рассмотрении";1420158;"01.07.2026 в 16:27"
574;4;"—";189;"64 64 61";0;"На рассмотрении";1601432;"04.07.2026 в 11:56"
575;1;"—";188;"70 54 64";0;"На рассмотрении";1315374;"03.07.2026 в 13:58"
576;4;"—";188;"70 64 54";0;"На рассмотрении";1445599;"02.07.2026 в 00:44"
577;2;"—";187;"78 46 63";0;"На рассмотрении";973009;"20.06.2026 в 15:18"
578;5;"—";187;"64 72 51";0;"На рассмотрении";1302410;"04.07.2026 в 08:46"
579;3;"—";187;"64 62 61";0;"На рассмотрении";1343711;"30.06.2026 в 16:38"
580;5;"—";186;"64 64 58";0;"Конкурсная группа исключена";1061964;"28.06.2026 в 07:20"
581;2;"—";186;"58 59 69";0;"На рассмотрении";1088064;"01.07.2026 в 15:28"
582;1;"—";186;"58 70 58";0;"На рассмотрении";1176870;"27.06.2026 в 19:04"
583;2;"—";186;"70 56 60";0;"На рассмотрении";1190172;"30.06.2026 в 19:18"
584;2;"—";186;"70 59 57";0;"На рассмотрении";1206985;"01.07.2026 в 19:31"
585;2;"—";186;"70 62 54";0;"На рассмотрении";1401100;"01.07.2026 в 13:28"
586;2;"—";186;"52 67 67";0;"На рассмотрении";1449559;"02.07.2026 в 07:07"
587;3;"—";186;"72 72 42";0;"На рассмотрении";1491545;"02.07.2026 в 15:18"
588;1;"—";185;"70 51 64";0;"На рассмотрении";1243688;"04.07.2026 в 11:36"
589;2;"—";184;"52 75 57";0;"На рассмотрении";1526482;"03.07.2026 в 07:55"
590;4;"—";183;"58 64 61";0;"На рассмотрении";1306114;"30.06.2026 в 10:35"
591;3;"—";182;"70 48 64";0;"На рассмотрении";1595154;"04.07.2026 в 10:20"
592;1;"—";182;"64 48 60";10;"На рассмотрении";1242708;"29.06.2026 в 21:21"
593;4;"—";181;"64 54 63";0;"На рассмотрении";1260252;"29.06.2026 в 21:43"
