"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
297;1;"—";238;"76 65 97";0;"На рассмотрении";1525514;"03.07.2026 в 07:15"
298;3;"—";238;"72 80 86";0;"На рассмотрении";1553698;"03.07.2026 в 18:16"
299;4;"—";238;"80 68 86";4;"На рассмотрении";1166361;"27.06.2026 в 12:19"
300;4;"—";238;"84 72 72";10;"На рассмотрении";1202267;"28.06.2026 в 17:20"
301;3;"—";237;"97 73 67";0;"На рассмотрении";1217542;"29.06.2026 в 05:47"
302;4;"—";237;"82 80 75";0;"На рассмотрении";1341155;"30.06.2026 в 16:08"
303;1;"—";237;"80 88 69";0;"На рассмотрении";1421673;"01.07.2026 в 16:45"
304;3;"—";237;"88 80 69";0;"На рассмотрении";1429764;"01.07.2026 в 18:44"
305;3;"—";237;"80 93 64";0;"На рассмотрении";1430033;"04.07.2026 в 15:00"
306;2;"—";237;"76 83 78";0;"На рассмотрении";1430983;"01.07.2026 в 19:06"
307;4;"—";237;"84 86 67";0;"Конкурсная группа исключена";1509671;"02.07.2026 в 19:21"
308;2;"—";237;"76 78 83";0;"На рассмотрении";1615118;"04.07.2026 в 16:10"
309;3;"—";237;"74 84 69";10;"На рассмотрении";1248821;"29.06.2026 в 21:28"
310;3;"—";236;"76 85 75";0;"На рассмотрении";1195053;"28.06.2026 в 14:29"
311;2;"—";236;"84 85 67";0;"На рассмотрении";1301829;"01.07.2026 в 12:48"
312;3;"—";236;"90 76 70";0;"На рассмотрении";1312939;"30.06.2026 в 11:42"
313;1;"—";236;"78 88 70";0;"На рассмотрении";1326462;"01.07.2026 в 11:40"
314;2;"—";236;"88 73 75";0;"На рассмотрении";1335441;"30.06.2026 в 15:21"
315;2;"—";236;"78 75 83";0;"На рассмотрении";1349366;"03.07.2026 в 19:32"
316;2;"—";236;"88 70 78";0;"На рассмотрении";1410095;"02.07.2026 в 23:04"
317;3;"—";236;"78 80 78";0;"На рассмотрении";1426969;"04.07.2026 в 13:33"
318;2;"—";236;"78 83 75";0;"На рассмотрении";1447460;"02.07.2026 в 07:26"
319;4;"—";236;"78 72 86";0;"На рассмотрении";1568143;"03.07.2026 в 19:42"
320;1;"—";236;"72 71 83";10;"На рассмотрении";1155942;"26.06.2026 в 19:39"
321;3;"—";236;"76 80 70";10;"На рассмотрении";1278955;"29.06.2026 в 21:59"
322;2;"—";235;"82 83 70";0;"На рассмотрении";1169112;"27.06.2026 в 13:51"
323;2;"—";235;"86 80 69";0;"На рассмотрении";1185150;"28.06.2026 в 10:05"
324;2;"Электронное";235;"74 72 89";0;"Участвуете в конкурсе";1192648;"28.06.2026 в 13:33"
325;3;"—";235;"76 78 81";0;"На рассмотрении";1268769;"01.07.2026 в 17:25"
326;2;"—";235;"78 85 72";0;"На рассмотрении";1294894;"02.07.2026 в 07:05"
327;1;"—";235;"74 83 78";0;"На рассмотрении";1352419;"30.06.2026 в 18:49"
328;3;"—";235;"90 70 75";0;"На рассмотрении";1621532;"04.07.2026 в 19:21"
329;2;"—";234;"70 83 81";0;"На рассмотрении";1250830;"29.06.2026 в 21:30"
330;1;"—";234;"74 85 75";0;"На рассмотрении";1260889;"29.06.2026 в 21:44"
331;1;"—";234;"94 67 73";0;"Передано в вуз";1306507;"05.07.2026 в 11:21"
332;1;"—";234;"86 78 70";0;"На рассмотрении";1325178;"30.06.2026 в 13:43"
333;1;"—";234;"76 80 78";0;"На рассмотрении";1325684;"01.07.2026 в 19:06"
334;1;"—";234;"86 78 70";0;"На рассмотрении";1402075;"01.07.2026 в 13:37"
335;2;"—";234;"82 85 67";0;"На рассмотрении";1420282;"01.07.2026 в 16:28"
336;3;"—";234;"78 83 73";0;"На рассмотрении";1428378;"01.07.2026 в 18:22"
337;2;"—";234;"84 78 72";0;"На рассмотрении";1522799;"03.07.2026 в 02:22"
338;2;"—";234;"84 80 70";0;"На рассмотрении";1557603;"03.07.2026 в 17:33"
339;1;"—";234;"76 83 75";0;"На рассмотрении";1560935;"03.07.2026 в 17:54"
340;2;"—";233;"84 80 69";0;"Конкурсная группа исключена";1176502;"29.06.2026 в 21:05"
341;2;"—";233;"84 80 69";0;"На рассмотрении";1217880;"04.07.2026 в 11:21"
342;2;"—";233;"82 79 72";0;"На рассмотрении";1249713;"29.06.2026 в 21:29"
343;3;"—";233;"78 83 72";0;"На рассмотрении";1250049;"01.07.2026 в 21:36"
344;3;"—";233;"80 80 73";0;"Конкурсная группа исключена";1253514;"29.06.2026 в 21:34"
345;3;"—";233;"80 75 78";0;"На рассмотрении";1370699;"01.07.2026 в 06:55"
346;5;"—";233;"78 85 70";0;"Передано в вуз";1416540;"05.07.2026 в 10:38"
347;3;"—";233;"74 78 81";0;"На рассмотрении";1425007;"02.07.2026 в 19:59"
348;2;"—";233;"84 80 69";0;"На рассмотрении";1436313;"03.07.2026 в 00:28"
349;1;"Электронное";233;"72 83 78";0;"На рассмотрении";1528192;"03.07.2026 в 21:29"
350;2;"—";233;"80 83 70";0;"Конкурсная группа исключена";1532213;"03.07.2026 в 09:53"
351;2;"—";233;"86 72 75";0;"На рассмотрении";1594535;"04.07.2026 в 10:10"
352;4;"—";233;"80 86 67";0;"На рассмотрении";1605037;"04.07.2026 в 12:52"
353;3;"—";233;"72 79 72";10;"Участвуете в конкурсе";1072649;"28.06.2026 в 13:13"
354;3;"—";232;"74 83 75";0;"На рассмотрении";1181664;"28.06.2026 в 01:01"
355;3;"—";232;"82 80 70";0;"На рассмотрении";1185675;"28.06.2026 в 09:58"
356;3;"—";232;"86 80 66";0;"Конкурсная группа исключена";1222345;"29.06.2026 в 08:51"
357;2;"—";232;"78 73 81";0;"На рассмотрении";1246377;"29.06.2026 в 21:25"
358;3;"—";232;"76 83 73";0;"На рассмотрении";1265451;"29.06.2026 в 21:50"
359;3;"—";232;"80 77 75";0;"На рассмотрении";1372886;"01.07.2026 в 08:15"
360;3;"—";232;"74 67 91";0;"На рассмотрении";1401809;"01.07.2026 в 13:34"
361;4;"—";232;"74 88 70";0;"На рассмотрении";1478291;"02.07.2026 в 13:15"
362;4;"—";232;"78 79 75";0;"На рассмотрении";1617734;"04.07.2026 в 17:20"
363;2;"—";232;"74 80 78";0;"Передано в вуз";1618765;"05.07.2026 в 15:34"
364;2;"—";232;"78 83 67";4;"На рассмотрении";1149203;"26.06.2026 в 14:52"
365;1;"—";232;"78 75 69";10;"На рассмотрении";1187285;"28.06.2026 в 11:04"
366;4;"—";232;"82 65 75";10;"На рассмотрении";1244672;"29.06.2026 в 21:23"
367;2;"—";232;"82 70 70";10;"Участвуете в конкурсе";1282725;"29.06.2026 в 22:01"
368;4;"—";231;"76 77 78";0;"На рассмотрении";1124287;"25.06.2026 в 15:10"
369;3;"—";231;"86 78 67";0;"Конкурсная группа исключена";1190930;"03.07.2026 в 22:23"
370;3;"—";231;"80 78 73";0;"На рассмотрении";1191663;"04.07.2026 в 18:45"
371;3;"—";231;"86 75 70";0;"На рассмотрении";1260747;"29.06.2026 в 21:44"
372;2;"—";231;"84 78 69";0;"На рассмотрении";1348265;"30.06.2026 в 17:40"
373;4;"—";231;"86 85 60";0;"На рассмотрении";1349850;"30.06.2026 в 18:06"
374;1;"—";231;"78 83 70";0;"На рассмотрении";1403802;"01.07.2026 в 13:52"
375;1;"—";231;"80 78 73";0;"На рассмотрении";1435095;"01.07.2026 в 20:20"
376;2;"—";231;"82 80 69";0;"На рассмотрении";1439629;"03.07.2026 в 20:41"
377;4;"—";231;"76 83 72";0;"На рассмотрении";1447492;"02.07.2026 в 04:48"
378;4;"—";231;"84 84 63";0;"На рассмотрении";1509256;"02.07.2026 в 19:13"
379;1;"—";231;"78 80 73";0;"На рассмотрении";1555215;"03.07.2026 в 17:20"
380;3;"—";231;"80 70 81";0;"На рассмотрении";1556977;"03.07.2026 в 17:29"
381;3;"Электронное";231;"80 70 81";0;"На рассмотрении";1588290;"04.07.2026 в 06:07"
382;3;"—";231;"80 76 75";0;"На рассмотрении";1623403;"04.07.2026 в 20:33"
383;5;"—";231;"84 80 67";0;"Передано в вуз";1629616;"05.07.2026 в 07:59"
384;5;"—";231;"70 70 81";10;"На рассмотрении";1271599;"29.06.2026 в 21:55"
385;3;"—";230;"78 85 67";0;"На рассмотрении";1086374;"30.06.2026 в 14:35"
386;3;"Электронное";230;"80 80 70";0;"На рассмотрении";1176205;"27.06.2026 в 18:35"
387;4;"Электронное";230;"86 80 64";0;"Передано в вуз";1188071;"05.07.2026 в 10:06"
388;1;"—";230;"74 78 78";0;"На рассмотрении";1188411;"28.06.2026 в 11:39"
389;2;"—";230;"84 83 63";0;"На рассмотрении";1203216;"28.06.2026 в 17:46"
390;5;"—";230;"80 80 70";0;"На рассмотрении";1246592;"29.06.2026 в 21:26"
391;5;"—";230;"76 71 83";0;"На рассмотрении";1308702;"30.06.2026 в 11:01"
392;3;"—";230;"88 78 64";0;"На рассмотрении";1339812;"30.06.2026 в 15:53"
393;3;"—";230;"86 72 72";0;"На рассмотрении";1358071;"30.06.2026 в 20:34"
394;3;"—";230;"74 78 78";0;"На рассмотрении";1451244;"04.07.2026 в 08:36"
395;2;"Электронное";230;"82 75 73";0;"Участвуете в конкурсе";1458040;"02.07.2026 в 10:04"
396;2;"—";230;"78 71 81";0;"На рассмотрении";1473144;"02.07.2026 в 12:27"
397;1;"—";230;"80 75 75";0;"На рассмотрении";1550480;"03.07.2026 в 17:06"
398;2;"—";230;"82 78 70";0;"На рассмотрении";1572030;"03.07.2026 в 18:40"
399;3;"Электронное";230;"82 78 70";0;"На рассмотрении";1594343;"04.07.2026 в 10:07"
400;2;"—";230;"64 78 78";10;"На рассмотрении";1104027;"24.06.2026 в 19:57"
401;3;"—";230;"74 80 66";10;"На рассмотрении";1295326;"30.06.2026 в 06:56"
402;1;"—";229;"78 70 81";0;"На рассмотрении";1240389;"29.06.2026 в 21:18"
403;2;"—";229;"84 78 67";0;"На рассмотрении";1245085;"29.06.2026 в 21:24"
404;5;"—";229;"74 88 67";0;"Участвуете в конкурсе";1404476;"01.07.2026 в 13:59"
405;1;"—";229;"84 88 57";0;"На рассмотрении";1544756;"03.07.2026 в 16:21"
406;2;"—";229;"82 75 72";0;"На рассмотрении";1610967;"04.07.2026 в 14:38"
407;2;"—";228;"78 83 67";0;"На рассмотрении";1217972;"29.06.2026 в 21:22"
408;2;"—";228;"72 78 78";0;"На рассмотрении";1247169;"01.07.2026 в 17:08"
409;4;"—";228;"82 79 67";0;"На рассмотрении";1258598;"29.06.2026 в 21:40"
410;2;"—";228;"76 74 78";0;"На рассмотрении";1299341;"01.07.2026 в 16:34"
411;1;"—";228;"78 72 78";0;"На рассмотрении";1327195;"30.06.2026 в 14:05"
412;3;"—";228;"74 85 69";0;"На рассмотрении";1336734;"30.06.2026 в 15:23"
413;2;"—";228;"82 80 66";0;"На рассмотрении";1406737;"01.07.2026 в 14:19"
414;1;"—";228;"70 80 78";0;"На рассмотрении";1420600;"03.07.2026 в 10:20"
415;2;"—";228;"80 75 73";0;"На рассмотрении";1431399;"01.07.2026 в 19:13"
416;2;"—";228;"78 72 78";0;"На рассмотрении";1461954;"02.07.2026 в 10:44"
417;1;"—";228;"80 88 60";0;"На рассмотрении";1488013;"02.07.2026 в 14:43"
418;2;"—";228;"80 88 60";0;"На рассмотрении";1502865;"02.07.2026 в 18:15"
419;3;"—";228;"76 80 72";0;"На рассмотрении";1517675;"02.07.2026 в 22:10"
420;3;"—";228;"82 80 66";0;"Передано в вуз";1554063;"05.07.2026 в 11:12"
421;4;"—";228;"70 80 78";0;"На рассмотрении";1574006;"03.07.2026 в 18:50"
422;2;"—";228;"72 73 83";0;"На рассмотрении";1603563;"04.07.2026 в 12:28"
423;4;"—";228;"76 85 67";0;"На рассмотрении";1609073;"04.07.2026 в 14:01"
424;3;"—";228;"78 64 86";0;"Передано в вуз";1631275;"05.07.2026 в 10:29"
425;3;"—";228;"78 78 72";0;"Передано в вуз";1633333;"05.07.2026 в 12:00"
426;4;"—";228;"76 72 70";10;"На рассмотрении";1240826;"29.06.2026 в 21:19"
427;5;"—";227;"74 67 86";0;"На рассмотрении";1183881;"28.06.2026 в 07:45"
428;1;"—";227;"84 83 60";0;"Конкурсная группа исключена";1186996;"28.06.2026 в 11:56"
429;4;"—";227;"80 75 72";0;"На рассмотрении";1187767;"28.06.2026 в 11:20"
430;2;"—";227;"80 75 72";0;"На рассмотрении";1199853;"28.06.2026 в 16:21"
431;5;"—";227;"80 75 72";0;"Передано в вуз";1253926;"05.07.2026 в 15:09"
432;4;"—";227;"78 74 75";0;"На рассмотрении";1258378;"01.07.2026 в 16:13"
433;1;"Бумажное";227;"86 75 66";0;"Участвуете в конкурсе";1314807;"30.06.2026 в 11:59"
434;1;"—";227;"84 83 60";0;"На рассмотрении";1392785;"01.07.2026 в 12:15"
435;3;"—";227;"80 75 72";0;"Конкурсная группа исключена";1407589;"01.07.2026 в 14:26"
436;4;"—";227;"88 78 61";0;"На рассмотрении";1611795;"04.07.2026 в 14:56"
437;2;"—";227;"80 72 75";0;"На рассмотрении";1618580;"04.07.2026 в 17:43"
438;2;"Электронное";227;"72 59 86";10;"Участвуете в конкурсе";1111347;"25.06.2026 в 09:29"
439;3;"—";226;"78 59 89";0;"На рассмотрении";1187031;"28.06.2026 в 10:56"
440;2;"—";226;"78 75 73";0;"На рассмотрении";1222854;"01.07.2026 в 07:07"
441;3;"—";226;"78 78 70";0;"На рассмотрении";1254989;"29.06.2026 в 21:36"
442;1;"—";226;"80 88 58";0;"На рассмотрении";1312299;"30.06.2026 в 11:36"
443;4;"—";226;"76 78 72";0;"На рассмотрении";1327552;"30.06.2026 в 14:08"
444;4;"—";226;"78 73 75";0;"На рассмотрении";1348143;"30.06.2026 в 18:08"
445;3;"—";226;"84 72 70";0;"На рассмотрении";1357066;"30.06.2026 в 20:14"
446;1;"—";226;"78 67 81";0;"На рассмотрении";1394118;"01.07.2026 в 12:27"
447;4;"—";226;"70 70 86";0;"На рассмотрении";1525904;"03.07.2026 в 07:31"
448;1;"—";226;"74 70 72";10;"На рассмотрении";1299148;"30.06.2026 в 08:57"
449;3;"—";225;"70 80 75";0;"На рассмотрении";1184676;"28.06.2026 в 08:58"
450;5;"—";225;"78 78 69";0;"На рассмотрении";1193988;"28.06.2026 в 14:04"
451;2;"—";225;"72 78 75";0;"На рассмотрении";1198883;"28.06.2026 в 17:36"
452;3;"—";225;"78 75 72";0;"На рассмотрении";1236871;"30.06.2026 в 18:53"
453;2;"—";225;"78 74 73";0;"На рассмотрении";1239498;"29.06.2026 в 21:17"
454;1;"—";225;"76 83 66";0;"На рассмотрении";1268448;"30.06.2026 в 04:08"
455;2;"—";225;"72 75 78";0;"На рассмотрении";1308190;"30.06.2026 в 10:56"
456;2;"—";225;"80 70 75";0;"На рассмотрении";1326918;"01.07.2026 в 09:58"
457;2;"—";225;"78 78 69";0;"На рассмотрении";1390321;"01.07.2026 в 11:52"
458;3;"—";225;"70 72 83";0;"На рассмотрении";1407482;"01.07.2026 в 14:26"
459;2;"—";225;"78 75 72";0;"На рассмотрении";1408101;"01.07.2026 в 14:31"
460;3;"—";225;"84 80 61";0;"Передано в вуз";1434973;"05.07.2026 в 15:24"
461;2;"—";225;"80 75 70";0;"На рассмотрении";1450182;"02.07.2026 в 07:30"
462;5;"—";225;"78 80 67";0;"На рассмотрении";1455389;"02.07.2026 в 09:31"
463;1;"—";225;"78 80 67";0;"На рассмотрении";1457870;"02.07.2026 в 10:02"
464;1;"—";225;"78 75 72";0;"На рассмотрении";1492590;"02.07.2026 в 17:31"
465;1;"—";225;"78 72 75";0;"На рассмотрении";1507344;"02.07.2026 в 18:38"
466;1;"—";225;"72 78 75";0;"На рассмотрении";1549472;"03.07.2026 в 17:03"
467;4;"—";225;"80 62 83";0;"На рассмотрении";1623010;"04.07.2026 в 20:18"
468;2;"—";225;"76 70 75";4;"На рассмотрении";1268543;"29.06.2026 в 21:54"
469;1;"—";225;"70 62 83";10;"На рассмотрении";1237355;"30.06.2026 в 06:53"
470;3;"—";224;"76 85 63";0;"На рассмотрении";1173798;"27.06.2026 в 16:56"
471;2;"—";224;"84 70 70";0;"На рассмотрении";1248121;"29.06.2026 в 21:27"
472;2;"—";224;"74 80 70";0;"На рассмотрении";1307095;"30.06.2026 в 10:45"
473;2;"—";224;"74 75 75";0;"На рассмотрении";1309426;"30.06.2026 в 12:04"
474;1;"—";224;"76 70 78";0;"На рассмотрении";1321662;"30.06.2026 в 13:05"
475;5;"—";224;"90 64 70";0;"Участвуете в конкурсе";1395876;"01.07.2026 в 12:42"
476;3;"—";224;"74 64 86";0;"Передано в вуз";1434373;"05.07.2026 в 14:07"
477;2;"—";224;"80 75 69";0;"На рассмотрении";1610983;"04.07.2026 в 14:39"
478;1;"—";223;"74 80 69";0;"На рассмотрении";1185050;"28.06.2026 в 09:24"
479;2;"—";223;"84 75 64";0;"На рассмотрении";1261473;"29.06.2026 в 21:45"
480;1;"—";223;"78 70 75";0;"На рассмотрении";1302355;"30.06.2026 в 16:39"
481;2;"—";223;"74 76 73";0;"На рассмотрении";1316765;"30.06.2026 в 13:03"
482;2;"Электронное";223;"78 72 73";0;"На рассмотрении";1344147;"30.06.2026 в 16:43"
483;1;"—";223;"70 75 78";0;"Конкурсная группа исключена";1411273;"01.07.2026 в 14:59"
484;3;"—";223;"84 78 61";0;"На рассмотрении";1421305;"01.07.2026 в 16:41"
485;5;"—";223;"70 83 70";0;"На рассмотрении";1458311;"02.07.2026 в 10:07"
486;4;"—";223;"70 70 83";0;"На рассмотрении";1506431;"02.07.2026 в 18:21"
487;4;"—";223;"78 78 67";0;"На рассмотрении";1518922;"02.07.2026 в 23:01"
488;2;"—";223;"82 78 63";0;"На рассмотрении";1526095;"03.07.2026 в 07:39"
489;3;"—";223;"82 78 63";0;"На рассмотрении";1561501;"04.07.2026 в 20:53"
490;2;"—";223;"76 72 75";0;"На рассмотрении";1561658;"03.07.2026 в 17:57"
491;2;"—";223;"74 80 69";0;"На рассмотрении";1608310;"04.07.2026 в 13:47"
492;2;"—";223;"70 78 75";0;"На рассмотрении";1621656;"04.07.2026 в 19:26"
493;3;"—";222;"80 64 78";0;"Конкурсная группа исключена";1183434;"29.06.2026 в 21:22"
494;5;"—";222;"80 78 64";0;"На рассмотрении";1345916;"30.06.2026 в 17:06"
495;2;"—";222;"76 80 66";0;"На рассмотрении";1421353;"01.07.2026 в 16:41"
496;3;"—";222;"82 73 67";0;"На рассмотрении";1518225;"02.07.2026 в 22:25"
497;2;"—";221;"74 75 72";0;"Конкурсная группа исключена";1191764;"28.06.2026 в 14:44"
498;2;"—";221;"76 70 75";0;"На рассмотрении";1242184;"29.06.2026 в 21:20"
499;3;"—";221;"74 78 69";0;"На рассмотрении";1304420;"02.07.2026 в 08:34"
500;3;"—";221;"78 80 63";0;"Участвуете в конкурсе";1337868;"30.06.2026 в 15:33"
501;1;"—";221;"70 70 81";0;"На рассмотрении";1408430;"01.07.2026 в 14:34"
502;2;"Электронное";221;"88 79 54";0;"На рассмотрении";1457439;"02.07.2026 в 09:57"
503;2;"—";221;"70 78 73";0;"На рассмотрении";1536494;"03.07.2026 в 10:42"
504;2;"—";221;"84 67 70";0;"На рассмотрении";1609712;"04.07.2026 в 14:14"
505;3;"—";221;"76 65 70";10;"На рассмотрении";1237253;"29.06.2026 в 21:15"
506;2;"—";220;"68 80 72";0;"На рассмотрении";1048672;"23.06.2026 в 09:22"
507;2;"—";220;"84 67 69";0;"На рассмотрении";1186341;"28.06.2026 в 10:29"
508;3;"—";220;"72 78 70";0;"На рассмотрении";1187371;"28.06.2026 в 11:07"
509;2;"—";220;"80 59 81";0;"На рассмотрении";1253803;"03.07.2026 в 14:03"
510;2;"—";220;"78 78 64";0;"На рассмотрении";1302035;"02.07.2026 в 09:48"
511;2;"—";220;"80 70 70";0;"На рассмотрении";1349139;"02.07.2026 в 22:01"
512;3;"—";220;"78 72 70";0;"На рассмотрении";1351104;"30.06.2026 в 18:26"
513;1;"—";220;"80 80 60";0;"На рассмотрении";1407738;"01.07.2026 в 14:28"
514;2;"—";220;"76 83 61";0;"На рассмотрении";1512881;"02.07.2026 в 20:25"
515;3;"—";220;"70 78 72";0;"На рассмотрении";1578446;"03.07.2026 в 19:43"
516;1;"—";220;"70 72 78";0;"Передано в вуз";1630708;"05.07.2026 в 09:54"
517;1;"—";220;"74 73 73";0;"Передано в вуз";1637568;"05.07.2026 в 14:10"
518;3;"—";219;"74 70 75";0;"На рассмотрении";1397097;"01.07.2026 в 12:53"
519;2;"—";219;"74 72 73";0;"Конкурсная группа исключена";1518824;"02.07.2026 в 22:39"
520;1;"—";219;"76 62 81";0;"На рассмотрении";1531185;"03.07.2026 в 09:52"
521;1;"—";219;"76 73 70";0;"На рассмотрении";1535693;"03.07.2026 в 10:33"
522;1;"—";219;"76 83 57";3;"На рассмотрении";1185593;"28.06.2026 в 09:55"
523;2;"Электронное";218;"82 78 58";0;"На рассмотрении";981681;"27.06.2026 в 17:17"
524;4;"—";218;"70 70 78";0;"На рассмотрении";1335531;"30.06.2026 в 15:21"
525;4;"—";218;"86 54 78";0;"На рассмотрении";1383682;"01.07.2026 в 10:52"
526;2;"—";218;"76 72 70";0;"На рассмотрении";1502566;"02.07.2026 в 17:20"
527;5;"—";218;"84 67 67";0;"На рассмотрении";1527082;"03.07.2026 в 08:15"
528;2;"—";218;"64 88 66";0;"На рассмотрении";1572812;"03.07.2026 в 18:44"
529;3;"—";218;"74 74 60";10;"На рассмотрении";1281202;"29.06.2026 в 22:00"
530;1;"—";217;"78 70 69";0;"На рассмотрении";1240910;"29.06.2026 в 21:19"
531;2;"—";217;"78 70 69";0;"На рассмотрении";1336562;"30.06.2026 в 15:22"
532;3;"—";217;"74 76 67";0;"На рассмотрении";1365625;"01.07.2026 в 10:09"
533;3;"—";217;"80 64 73";0;"На рассмотрении";1417480;"01.07.2026 в 15:58"
534;3;"—";217;"78 67 72";0;"На рассмотрении";1589712;"04.07.2026 в 07:58"
535;2;"—";217;"64 72 81";0;"На рассмотрении";1622891;"04.07.2026 в 20:13"
536;5;"—";216;"82 65 69";0;"На рассмотрении";1189096;"28.06.2026 в 12:01"
537;4;"—";216;"84 68 64";0;"На рассмотрении";1214384;"29.06.2026 в 01:37"
538;5;"—";216;"78 71 67";0;"На рассмотрении";1255944;"29.06.2026 в 21:37"
539;2;"—";216;"82 59 75";0;"На рассмотрении";1258676;"29.06.2026 в 21:41"
540;3;"—";216;"74 67 75";0;"На рассмотрении";1297405;"30.06.2026 в 08:12"
541;2;"—";216;"76 70 70";0;"На рассмотрении";1314178;"30.06.2026 в 11:53"
542;3;"—";216;"82 68 66";0;"На рассмотрении";1564452;"03.07.2026 в 18:07"
543;3;"—";216;"58 75 83";0;"На рассмотрении";1615088;"04.07.2026 в 16:09"
544;2;"—";215;"70 78 67";0;"На рассмотрении";1156403;"26.06.2026 в 20:13"
545;3;"—";215;"72 65 78";0;"На рассмотрении";1272425;"30.06.2026 в 07:57"
546;2;"—";215;"70 70 75";0;"На рассмотрении";1277807;"29.06.2026 в 21:58"
547;2;"Электронное";215;"80 80 55";0;"Конкурсная группа исключена";1303815;"30.06.2026 в 10:08"
548;3;"—";215;"76 72 67";0;"На рассмотрении";1448302;"02.07.2026 в 16:28"
549;3;"—";215;"76 67 72";0;"На рассмотрении";1502940;"02.07.2026 в 17:26"
550;1;"—";215;"80 72 63";0;"На рассмотрении";1527601;"03.07.2026 в 08:30"
551;2;"—";215;"70 70 75";0;"На рассмотрении";1599179;"04.07.2026 в 11:54"
552;5;"—";214;"72 73 69";0;"Участвуете в конкурсе";1192370;"28.06.2026 в 13:27"
553;2;"—";214;"70 80 64";0;"На рассмотрении";1352696;"30.06.2026 в 18:54"
554;2;"—";214;"74 80 60";0;"На рассмотрении";1479286;"02.07.2026 в 13:24"
555;3;"—";214;"78 64 72";0;"На рассмотрении";1547973;"03.07.2026 в 16:47"
556;2;"—";214;"72 59 83";0;"На рассмотрении";1578526;"03.07.2026 в 19:44"
557;4;"—";214;"58 75 81";0;"На рассмотрении";1620896;"04.07.2026 в 19:01"
558;4;"—";214;"72 72 70";0;"Передано в вуз";1631914;"05.07.2026 в 11:01"
559;3;"—";213;"72 72 69";0;"На рассмотрении";1166624;"30.06.2026 в 14:20"
560;3;"—";213;"76 67 70";0;"На рассмотрении";1208344;"28.06.2026 в 20:07"
561;4;"Электронное";213;"80 67 66";0;"На рассмотрении";1271350;"01.07.2026 в 10:38"
562;3;"—";213;"78 62 73";0;"На рассмотрении";1501477;"03.07.2026 в 09:08"
563;2;"—";212;"64 65 83";0;"На рассмотрении";1197946;"28.06.2026 в 15:36"
564;4;"—";212;"74 83 55";0;"На рассмотрении";1263025;"29.06.2026 в 21:47"
565;1;"—";212;"76 67 69";0;"На рассмотрении";1298776;"30.06.2026 в 08:48"
566;2;"—";212;"72 59 81";0;"На рассмотрении";1352232;"30.06.2026 в 18:46"
567;3;"—";212;"64 75 73";0;"На рассмотрении";1428432;"01.07.2026 в 18:23"
568;3;"—";212;"70 75 67";0;"На рассмотрении";1461874;"02.07.2026 в 10:43"
569;2;"—";212;"78 64 70";0;"На рассмотрении";1487401;"02.07.2026 в 14:38"
570;3;"—";212;"76 75 61";0;"На рассмотрении";1605030;"04.07.2026 в 12:52"
571;3;"—";212;"58 80 64";10;"На рассмотрении";1294671;"30.06.2026 в 06:23"
572;3;"—";211;"72 72 67";0;"На рассмотрении";1115421;"30.06.2026 в 14:25"
573;4;"—";211;"72 72 67";0;"На рассмотрении";1184533;"28.06.2026 в 08:49"
574;2;"—";211;"76 77 58";0;"Конкурсная группа исключена";1185163;"28.06.2026 в 09:30"
575;4;"—";211;"76 62 73";0;"На рассмотрении";1375032;"01.07.2026 в 09:06"
576;1;"—";211;"78 72 61";0;"На рассмотрении";1417418;"01.07.2026 в 15:57"
577;2;"—";211;"76 75 60";0;"На рассмотрении";1505460;"02.07.2026 в 18:04"
578;3;"—";211;"78 70 63";0;"На рассмотрении";1551488;"03.07.2026 в 17:09"
579;5;"—";211;"76 70 61";4;"На рассмотрении";1268140;"29.06.2026 в 21:54"
580;3;"—";211;"78 62 61";10;"На рассмотрении";1299117;"30.06.2026 в 08:56"
581;4;"—";210;"74 75 61";0;"На рассмотрении";1195446;"29.06.2026 в 21:25"
582;5;"—";210;"76 65 69";0;"На рассмотрении";1423716;"01.07.2026 в 17:11"
583;4;"—";210;"74 67 69";0;"На рассмотрении";1428602;"01.07.2026 в 18:26"
584;2;"—";210;"80 64 66";0;"На рассмотрении";1500436;"02.07.2026 в 16:52"
585;3;"—";210;"76 62 72";0;"На рассмотрении";1553078;"03.07.2026 в 17:14"
586;2;"—";209;"64 70 75";0;"Конкурсная группа исключена";1216456;"03.07.2026 в 18:53"
587;3;"—";209;"76 67 66";0;"На рассмотрении";1222830;"02.07.2026 в 18:38"
588;1;"—";209;"70 70 69";0;"Конкурсная группа исключена";1244842;"29.06.2026 в 21:23"
589;2;"—";209;"64 72 73";0;"На рассмотрении";1327174;"04.07.2026 в 04:47"
590;3;"—";209;"78 67 64";0;"На рассмотрении";1377052;"01.07.2026 в 13:41"
591;2;"—";209;"72 62 75";0;"На рассмотрении";1592934;"04.07.2026 в 09:39"
592;3;"—";209;"72 68 69";0;"На рассмотрении";1612698;"04.07.2026 в 15:14"
593;4;"—";209;"72 67 67";3;"На рассмотрении";1197201;"28.06.2026 в 15:20"
594;1;"—";208;"70 80 58";0;"На рассмотрении";1206014;"03.07.2026 в 22:56"
595;3;"—";208;"72 70 66";0;"На рассмотрении";1242732;"29.06.2026 в 21:21"
